round,test_loss,test_acc,norm,independence,balancement,seed,train_acc,train_loss
26,2.14850624794409,0.2026538964548515,BN,noniid,balanced,128,0.3380004028946161,1.1832015942037106
27,2.1382580907507007,0.2330929787333325,BN,noniid,balanced,128,0.4425222235113382,0.9946502515673638
28,2.653210431359611,0.2184865705054844,BN,noniid,balanced,128,0.3424393844783305,1.120196799635887
29,2.143422643692808,0.2492915546826996,BN,noniid,balanced,128,0.2745743510797619,1.1144293098151683
30,2.250896085915307,0.2432690072143451,BN,noniid,balanced,128,0.3118318955987691,1.104719978272915
31,2.0961745890858032,0.2844675831637122,BN,noniid,balanced,128,0.2541480326578021,1.0888134472072124
32,2.035865885041557,0.2644913173409274,BN,noniid,balanced,128,0.2591769925951958,1.1243063534796236
33,2.139985825087071,0.2373255736700413,BN,noniid,balanced,128,0.3478091314509511,1.1088503789901734
34,2.2931636586442,0.1875629154421932,BN,noniid,balanced,128,0.453152611118555,0.9724275469779968
35,2.26354506372613,0.202911016708016,BN,noniid,balanced,128,0.3225518581867218,1.154768157452345
36,2.162932207259571,0.2465917920244717,BN,noniid,balanced,128,0.2865436416864395,1.1752705498039722
37,2.215486431068632,0.2315304787333324,BN,noniid,balanced,128,0.2378199069142341,1.2890740773081784
38,2.1555907768007296,0.2317974882270033,BN,noniid,balanced,128,0.2401400854930281,1.3894324640929698
39,2.122899993106909,0.2505178205054844,BN,noniid,balanced,128,0.2392281772494316,1.397225638628006
40,2.2870421295901617,0.270187519872573,BN,noniid,balanced,128,0.2691911362901329,1.359099822938442
41,2.149601499588804,0.2648176622776363,BN,noniid,balanced,128,0.2818723049640655,1.2519812925159932
42,2.2437134876503952,0.2235201939232059,BN,noniid,balanced,128,0.3173417282521725,1.2294746302068231
43,2.0198492783002435,0.2800372034168768,BN,noniid,balanced,128,0.3191965239405632,1.4351578828692435
44,2.097976300934822,0.2668152888599148,BN,noniid,balanced,128,0.2541857479810714,1.3815205529332162
45,2.055820874118727,0.2417361749358641,BN,noniid,balanced,128,0.3673713618040085,1.1855355723202228
46,2.089551132034272,0.2791372825308008,BN,noniid,balanced,128,0.2738389005422592,1.14206832960248
47,2.0745227466123737,0.2256364913915603,BN,noniid,balanced,128,0.303557381182909,1.1023544721305372
48,2.021048152242656,0.2674778679738389,BN,noniid,balanced,128,0.2376784748792648,1.1631052231788637
49,2.0207199406997285,0.2965621243029527,BN,noniid,balanced,128,0.2103353979706763,1.2053733813762662
50,2.1031913123021373,0.2945644977206742,BN,noniid,balanced,128,0.2594679411768913,1.2108750247955322
1,2.261179117613201,0.1708267405063291,GN,iid,balanced,128,0.125356950199604,1.631695745289326
2,2.144505843633338,0.2181566455696202,GN,iid,balanced,128,0.1885082159280776,1.1388031819462776
3,2.023855195769781,0.2614814082278481,GN,iid,balanced,128,0.247162580037117,1.0830053466558456
4,1.958771436274806,0.2837915348101265,GN,iid,balanced,128,0.2796854786872863,1.0528885608911516
5,1.934486831592608,0.3078817246835443,GN,iid,balanced,128,0.316911367559433,1.021110504120588
6,1.8095856260649763,0.3723200158227848,GN,iid,balanced,128,0.3642194222927092,0.974263028651476
7,1.7933421568025516,0.3688884493670886,GN,iid,balanced,128,0.4040193955421447,0.9490251252055169
8,1.7243431011332742,0.4205300632911393,GN,iid,balanced,128,0.4322373372554778,0.9268793369829652
9,1.6823188958288748,0.4347804588607594,GN,iid,balanced,128,0.4634462536334991,0.9066942982375622
10,1.6925418746622305,0.410185917721519,GN,iid,balanced,128,0.4985540125846862,0.8806820030510426
11,1.641142858583716,0.4392306170886075,GN,iid,balanced,128,0.5199750792503356,0.8721356882154943
12,1.6433265382730509,0.4291633702531646,GN,iid,balanced,128,0.5582186139106751,0.8474650099873543
13,1.5755126177510128,0.4778382120253164,GN,iid,balanced,128,0.5539156767845155,0.8341363313794137
14,1.562568579746198,0.4772844145569619,GN,iid,balanced,128,0.5883432092666626,0.8001137617230416
15,1.5400018397765824,0.4860166139240506,GN,iid,balanced,128,0.599356140422821,0.7888405320048333
16,1.5409858534607703,0.4851463607594937,GN,iid,balanced,128,0.6120299004554749,0.7799071435630321
17,1.5137065155596672,0.4887460443037975,GN,iid,balanced,128,0.6197662967681884,0.7779749347269536
18,1.5194541903990733,0.4834849683544304,GN,iid,balanced,128,0.6422609081268311,0.7700690463185311
19,1.4966760386394549,0.4930577531645569,GN,iid,balanced,128,0.6382644106864928,0.7615170042216778
20,1.5374868029280553,0.4749208860759493,GN,iid,balanced,128,0.6518628747940063,0.750788753926754
21,1.497362949425661,0.4888053797468354,GN,iid,balanced,128,0.6669120396614076,0.7314080928266049
22,1.4797675872150855,0.4935423259493671,GN,iid,balanced,128,0.6921363123893738,0.7200933139026164
23,1.485489315926274,0.4872527689873418,GN,iid,balanced,128,0.6945096965789795,0.7195505215227602
24,1.4648579152324532,0.5015723892405063,GN,iid,balanced,128,0.5642389527320862,0.8226675817370415
25,1.4749842150301873,0.492820411392405,GN,iid,balanced,128,0.5629929933547974,0.8101607902348043
26,1.4765804299825354,0.4929588607594937,GN,iid,balanced,128,0.5557920238494873,0.8085951536893846
27,1.4909640716601025,0.4914161392405063,GN,iid,balanced,128,0.5652539039611816,0.7931386774778367
28,1.465211888506443,0.4988330696202532,GN,iid,balanced,128,0.5654700949668884,0.8001763734221459
29,1.4795009281061873,0.4925929588607595,GN,iid,balanced,128,0.5544147334098816,0.8079627804458142
30,1.470212358311762,0.4982100474683544,GN,iid,balanced,128,0.5601057364463806,0.801987614184618
31,1.4535096784935722,0.4957772943037974,GN,iid,balanced,128,0.5665995392799378,0.7925004218518735
32,1.4732795585559892,0.4961629746835443,GN,iid,balanced,128,0.5684307631492614,0.8000423401594162
33,1.4313225902334044,0.5042820411392406,GN,iid,balanced,128,0.5626481658935548,0.8121660323441029
34,1.4598756577395189,0.4945708069620253,GN,iid,balanced,128,0.566961205291748,0.8193468159437177
35,1.447380133369301,0.5017009493670886,GN,iid,balanced,128,0.5375646537780762,0.8148298986256123
36,1.4421895529650437,0.5047765031645569,GN,iid,balanced,128,0.5487405689239503,0.839544115960598
37,1.4317906025089795,0.5064576740506329,GN,iid,balanced,128,0.5418702834129333,0.8398746582865714
38,1.437773104709915,0.5045490506329113,GN,iid,balanced,128,0.5473679954528807,0.8245348094403744
39,1.4743565704249129,0.4965684335443038,GN,iid,balanced,128,0.5385365003585816,0.8276409278810025
40,1.4412305060821244,0.5045193829113924,GN,iid,balanced,128,0.5441433174133301,0.8312603902816772
41,1.4460390290127525,0.504291930379747,GN,iid,balanced,128,0.5361435859680176,0.8340863481163978
42,1.452521001311797,0.4980419303797469,GN,iid,balanced,128,0.5442631978988648,0.8335682509839536
43,1.4397417471378664,0.5009988132911393,GN,iid,balanced,128,0.5271524753570558,0.8422981537878513
44,1.4488022217267675,0.5040051424050633,GN,iid,balanced,128,0.5384684785842895,0.8330243787169456
45,1.4478588911551464,0.5006032436708862,GN,iid,balanced,128,0.5305367704391479,0.8458682438731193
46,1.4505779273902313,0.4989814082278481,GN,iid,balanced,128,0.53295393075943,0.8779423236846924
47,1.4300581870199758,0.5032041139240506,GN,iid,balanced,128,0.5332300624847413,0.8818343876302241
48,1.4422953916501395,0.5017009493670886,GN,iid,balanced,128,0.5202693942070007,0.881859200000763
49,1.4508062356634983,0.4991791930379747,GN,iid,balanced,128,0.5272252125740051,0.8566002386808396
50,1.459188082550145,0.4957871835443038,GN,iid,balanced,128,0.5230158913612366,0.8835480533540249
1,2.6049334003955504,0.1054489715189873,GN,noniid,unbalanced,128,0.2839053061178752,2.365122125829969
2,2.6110142562962784,0.1038864715189873,GN,noniid,unbalanced,128,0.1878601280848185,1.227210363178026
3,2.4416070210782785,0.0997923259493671,GN,noniid,unbalanced,128,0.1627444426887913,1.3032150878718023
4,2.6237805970107453,0.1474980221518987,GN,noniid,unbalanced,128,0.2270627084473768,1.1989349727829297
5,2.772362306148191,0.1150316455696202,GN,noniid,unbalanced,128,0.2015960885182671,1.2498193709746652
6,2.226208474062666,0.169560917721519,GN,noniid,unbalanced,128,0.1288576460792904,1.4253574335858936
7,2.6598193141478528,0.106882911392405,GN,noniid,unbalanced,128,0.2707750560329073,1.2249071085736865
8,2.63323579438125,0.1406744462025316,GN,noniid,unbalanced,128,0.3173386411964893,1.08089919090271
9,2.3933067578303664,0.1340288765822784,GN,noniid,unbalanced,128,0.2494593714674313,1.2168303906917572
10,2.347708686394028,0.1375791139240506,GN,noniid,unbalanced,128,0.2574919006362557,1.281566541492939
11,2.3525628509400764,0.1581784018987341,GN,noniid,unbalanced,128,0.235847118763761,1.1950647130608558
12,2.3923948930788645,0.1375494462025316,GN,noniid,unbalanced,128,0.2672996596722375,1.0992441970677602
13,2.3161055679562725,0.1605715981012658,GN,noniid,unbalanced,128,0.3066451742704957,1.2659950844943524
14,2.190947123117085,0.2009592563291139,GN,noniid,unbalanced,128,0.2761113681147495,1.201620660101374
15,2.154517140871362,0.1757318037974683,GN,noniid,unbalanced,128,0.2708177597419075,1.1308113992214204
16,2.3012808155409896,0.1814280063291139,GN,noniid,unbalanced,128,0.3056302883499546,1.0434739028152666
17,2.1503938622112515,0.1986847310126582,GN,noniid,unbalanced,128,0.3114359886154532,1.116437490582466
18,2.206037830099275,0.1704707278481012,GN,noniid,unbalanced,128,0.3076616476566895,1.1016838111307312
19,2.190717888331112,0.2130439082278481,GN,noniid,unbalanced,128,0.2885754197168918,1.0647509752284914
20,2.1721660693989526,0.2212420886075949,GN,noniid,unbalanced,128,0.2865279944472843,1.0660400350888568
21,2.5537614292736297,0.1937994462025317,GN,noniid,unbalanced,128,0.4233645029995176,0.8910791791147655
22,2.167059258720543,0.2005933544303797,GN,noniid,unbalanced,128,0.286673205165302,1.1405509906656603
23,2.123779378058035,0.2007318037974683,GN,noniid,unbalanced,128,0.2865331338879963,1.0728109809259574
24,2.085524016241484,0.2160601265822784,GN,noniid,unbalanced,128,0.3319402339622378,1.0999767725169658
25,2.041490160664426,0.2281151107594936,GN,noniid,unbalanced,128,0.3336519317737331,1.1066489384130194
26,2.0198041043704067,0.2666534810126582,GN,noniid,unbalanced,128,0.2473706227805879,1.1426190603110524
27,1.9898252399661875,0.2628263449367088,GN,noniid,unbalanced,128,0.3563094694474163,1.084574010442285
28,2.047935085809684,0.2343354430379746,GN,noniid,unbalanced,128,0.3416356543232413,1.049879272720393
29,2.021856384035907,0.2385087025316456,GN,noniid,unbalanced,128,0.3700027220930371,1.1151165749345506
30,1.9993037748940383,0.2356507120253164,GN,noniid,unbalanced,128,0.2330094463808669,1.0889093577861786
31,1.9822180412992647,0.2642800632911392,GN,noniid,unbalanced,128,0.2670071150688898,1.0708858789432616
32,2.027306545082527,0.2314675632911392,GN,noniid,unbalanced,128,0.2988367414907976,1.1345885494893246
33,2.0289655416826657,0.234167325949367,GN,noniid,unbalanced,128,0.3064474213499771,1.0905755529278205
34,2.100805723365349,0.2105518196202531,GN,noniid,unbalanced,128,0.4041804917942394,0.9711060644550756
35,2.040935867194888,0.2455003955696202,GN,noniid,unbalanced,128,0.219295542035784,1.1569221666881015
36,2.042888776410984,0.2294007120253164,GN,noniid,unbalanced,128,0.2935542732306889,1.195606321238336
37,2.004472902756703,0.248289161392405,GN,noniid,unbalanced,128,0.2311790528595447,1.2513277776539329
38,2.0164863855023927,0.2282634493670886,GN,noniid,unbalanced,128,0.2514817839070008,1.1816219352758848
39,1.9746142844610577,0.2567939082278481,GN,noniid,unbalanced,128,0.2705761968112654,1.1620624249180156
40,2.0294040711620185,0.2463014240506328,GN,noniid,unbalanced,128,0.3463457924604415,1.1999439457058907
41,2.005889586859112,0.256220332278481,GN,noniid,unbalanced,128,0.4168614109039307,1.072320217192173
42,1.992054200926913,0.2638251582278481,GN,noniid,unbalanced,128,0.3156732186555862,1.2118918012082578
43,1.9725942423072045,0.2727848101265823,GN,noniid,unbalanced,128,0.2899140489101409,1.1493353124545966
44,1.965147012094908,0.271875,GN,noniid,unbalanced,128,0.3405258713912963,1.17319118642807
45,1.9840460858767544,0.2525613132911392,GN,noniid,unbalanced,128,0.3619186290105183,1.1348837293684482
46,1.9861410163625888,0.2528382120253164,GN,noniid,unbalanced,128,0.2631075822966439,1.2202714437530156
47,1.972209205657621,0.2614319620253164,GN,noniid,unbalanced,128,0.1900490004846027,1.3048213903393062
48,1.971845118456249,0.2604727056962025,GN,noniid,unbalanced,128,0.3628084254173132,1.320736181277495
49,1.9514901180810569,0.266287579113924,GN,noniid,unbalanced,128,0.2905680656135082,1.1577212891795416
50,1.96284976578966,0.2602749208860759,GN,noniid,unbalanced,128,0.2725542202472686,1.2127443494399386
1,2.8031098401999173,0.1028283227848101,GN,noniid,balanced,128,0.3801010218620299,2.348570682629944
2,2.7657716135435466,0.0997231012658228,GN,noniid,balanced,128,0.284747439289093,1.1942598745226858
3,2.576563048664528,0.1010680379746835,GN,noniid,balanced,128,0.1700323260486125,1.261624342612922
4,2.5896011174479616,0.1324169303797468,GN,noniid,balanced,128,0.1570426988363265,1.253076723963022
5,2.618249272092988,0.1000692246835443,GN,noniid,balanced,128,0.2178071118608116,1.3024650567024945
6,2.5113384234754346,0.1000692246835443,GN,noniid,balanced,128,0.1872535009384154,1.2714084413647653
7,2.4419199038155472,0.1346815664556962,GN,noniid,balanced,128,0.2053050910711288,1.308995276838541
8,2.3943474570407144,0.1417721518987341,GN,noniid,balanced,128,0.0961402202844619,1.3514284493029116
9,2.3499798780755152,0.1493868670886076,GN,noniid,balanced,128,0.271804954893887,1.1649044850468635
10,2.77521961369092,0.1358386075949367,GN,noniid,balanced,128,0.3804532577037811,1.0486597759276628
11,2.4019846965995018,0.1421380537974683,GN,noniid,balanced,128,0.2461570570677518,1.199946428835392
12,2.3791393802135805,0.1689082278481012,GN,noniid,balanced,128,0.2414735982060432,1.1653808733820914
13,2.2519109585617163,0.1774920886075949,GN,noniid,balanced,128,0.2629923206746578,1.1565100933611392
14,2.241793884657606,0.2148338607594936,GN,noniid,balanced,128,0.2170642502978443,1.1882021141052246
15,2.246190123014812,0.180379746835443,GN,noniid,balanced,128,0.3422757261291146,1.0954500389099124
16,2.116883328745637,0.2269481803797468,GN,noniid,balanced,128,0.301845365345478,1.1213928294181823
17,2.2118053027346165,0.2376087816455696,GN,noniid,balanced,128,0.2902673755511641,1.1385765263438226
18,2.170291621624669,0.2044897151898734,GN,noniid,balanced,128,0.3079141959562897,1.0748365804553033
19,2.196453466294687,0.2101760284810126,GN,noniid,balanced,128,0.2573767500862479,1.1405407507717606
20,2.488106360465665,0.1801918512658228,GN,noniid,balanced,128,0.4038106125846504,1.079623457938433
21,2.3331417275380484,0.1915842563291139,GN,noniid,balanced,128,0.4033479240417479,1.0132578422129153
22,2.231079188177857,0.1970332278481013,GN,noniid,balanced,128,0.3470063295572996,1.024920610934496
23,2.1332148909568787,0.2118374208860759,GN,noniid,balanced,128,0.2511617717251181,1.1984289483726027
24,2.050317086901846,0.2268789556962024,GN,noniid,balanced,128,0.2189527201250195,1.186762181967497
25,2.1097359907778004,0.2260482594936709,GN,noniid,balanced,128,0.3324575693339109,1.2221156349778175
26,2.050346653672713,0.2362638449367088,GN,noniid,balanced,128,0.3172508073329925,1.2377207554876803
27,2.12588587501381,0.2053995253164556,GN,noniid,balanced,128,0.3349030164018273,1.0669054320454598
28,2.0923750045933303,0.2060225474683543,GN,noniid,balanced,128,0.3248437488034367,1.1491754034161568
29,2.0841630682160583,0.2155755537974683,GN,noniid,balanced,128,0.2621443959996103,1.142266885191202
30,2.110183155989345,0.200603243670886,GN,noniid,balanced,128,0.3114190455555915,1.1411749452352522
31,2.050292487385907,0.249881329113924,GN,noniid,balanced,128,0.2130172409221529,1.1804579563438893
32,2.061381032647966,0.2234375,GN,noniid,balanced,128,0.1991015619054436,1.2176390922069549
33,2.038305438319339,0.2392009493670886,GN,noniid,balanced,128,0.2523282589852809,1.2676495248079298
34,2.1271291082418418,0.183386075949367,GN,noniid,balanced,128,0.409543370938301,1.1373006992042067
35,2.101411738124075,0.1939576740506328,GN,noniid,balanced,128,0.2395554948687553,1.2158665308356285
36,2.0852269478991063,0.1931071993670886,GN,noniid,balanced,128,0.1513133073836564,1.2487079110741617
37,2.045836070972153,0.2081981803797468,GN,noniid,balanced,128,0.3070911894157528,1.3533014100790026
38,2.0412920754167097,0.2137361550632911,GN,noniid,balanced,128,0.2359024770393967,1.4444015541672706
39,2.02515931657598,0.2377966772151898,GN,noniid,balanced,128,0.1897231943875551,1.517299128174782
40,2.048009434832802,0.2223200158227848,GN,noniid,balanced,128,0.1954667290031909,1.4834277781844138
41,2.056644742700118,0.2203322784810126,GN,noniid,balanced,128,0.2647070305615663,1.3872300094366077
42,2.0014323338677613,0.2590288765822784,GN,noniid,balanced,128,0.2484300907969475,1.3841391319036482
43,1.9995934530149533,0.2497428797468354,GN,noniid,balanced,128,0.3433802520751953,1.5349664351344108
44,2.0089757516414304,0.2410700158227847,GN,noniid,balanced,128,0.2518615293636917,1.3180330732464791
45,2.0088477652284165,0.2424545094936709,GN,noniid,balanced,128,0.3544356128752232,1.2972224938869474
46,2.007775233667108,0.242909414556962,GN,noniid,balanced,128,0.2507374731540679,1.2055029517412186
47,2.0128314836115777,0.2406942246835443,GN,noniid,balanced,128,0.266559130936861,1.1723505364358426
48,2.0135120489929297,0.2432654272151898,GN,noniid,balanced,128,0.2209974398136138,1.210640147179365
49,2.0154181146923498,0.23984375,GN,noniid,balanced,128,0.1996652743965387,1.2950317867100238
50,1.997675543948065,0.2454806170886076,GN,noniid,balanced,128,0.2151293095886707,1.3203430759906771
1,1.963948223862467,0.320282832278481,BN,iid,balanced,479,0.316462822151184,1.1914123469591145
2,1.8151290148119383,0.4108979430379746,BN,iid,balanced,479,0.5907213075637817,0.8999871285259722
3,1.7487736941892889,0.4264636075949367,BN,iid,balanced,479,0.8107381433486939,0.7442670914530755
4,1.707226848602295,0.435818829113924,BN,iid,balanced,479,0.858184938097,0.69324167907238
5,1.6876127369796174,0.4458267405063291,BN,iid,balanced,479,0.8773181547164917,0.6736452098190784
6,1.6463255256037168,0.4560027689873418,BN,iid,balanced,479,0.8859119056701662,0.6504247295856476
7,1.6107776466804216,0.4653085443037975,BN,iid,balanced,479,0.8932596961021423,0.6361137670278549
8,1.637397025808503,0.4549050632911393,BN,iid,balanced,479,0.8956802240371704,0.6281423276662828
9,1.5780911370168758,0.4801720727848101,BN,iid,balanced,479,0.9024555479049684,0.6159310410916805
10,1.5755545466761045,0.490773338607595,BN,iid,balanced,479,0.9061610970497131,0.6106527526676655
11,1.5378545243528825,0.5044996044303798,BN,iid,balanced,479,0.907260908603668,0.6053036902844906
12,1.5503300031529197,0.5033722310126582,BN,iid,balanced,479,0.9109523158073426,0.6002193485200406
13,1.4622754751881466,0.5160601265822785,BN,iid,balanced,479,0.821600211906433,0.6568837971985341
14,1.455682105203218,0.5174050632911392,BN,iid,balanced,479,0.868730465221405,0.6218243235349654
15,1.4507725093938126,0.5186609968354431,BN,iid,balanced,479,0.8764641676902771,0.6170637295395136
16,1.4604453461079658,0.5116791930379747,BN,iid,balanced,479,0.8751192053794862,0.6226331722736359
17,1.461269768129421,0.5077927215189874,BN,iid,balanced,479,0.8843662412643434,0.6022864492982627
18,1.455775902542887,0.5099980221518987,BN,iid,balanced,479,0.8855906496047974,0.6098147216439246
19,1.4624914861932583,0.50078125,BN,iid,balanced,479,0.8925350189208985,0.5967157745361329
20,1.4664422940604294,0.5090585443037975,BN,iid,balanced,479,0.8882307355880737,0.5919984474778175
21,1.443938375575633,0.5098595727848101,BN,iid,balanced,479,0.8915241086006166,0.6011961060762406
22,1.433205799965919,0.507931170886076,BN,iid,balanced,479,0.8915490272521973,0.5876809165626764
23,1.453610171547419,0.5091673259493671,BN,iid,balanced,479,0.8992012370109558,0.5872071378678083
24,1.434105169471306,0.5103738132911393,BN,iid,balanced,479,0.678846979522705,0.7527523784339428
25,1.4164829023276704,0.5172072784810127,BN,iid,balanced,479,0.6818581603050232,0.7481039148569109
26,1.4118054551414296,0.5207674050632912,BN,iid,balanced,479,0.6734731929779053,0.7408625216782092
27,1.4206371572198746,0.5209256329113924,BN,iid,balanced,479,0.6807684517860413,0.7464704830944537
28,1.3907860677453536,0.5259196993670886,BN,iid,balanced,479,0.6730919964790345,0.7450670365989208
29,1.3873385621022574,0.5282535601265823,BN,iid,balanced,479,0.6715220884323119,0.7493848624825478
30,1.38254915430576,0.5283326740506329,BN,iid,balanced,479,0.6706701208114623,0.7513266763091087
31,1.3857374495343318,0.5287480221518988,BN,iid,balanced,479,0.6892153804779053,0.7322253960371018
32,1.373960738317876,0.5313488924050633,BN,iid,balanced,479,0.667438036251068,0.7450001029670238
33,1.373708851201625,0.5309236550632912,BN,iid,balanced,479,0.6740840495109558,0.7437803401052953
34,1.367811582963678,0.5348694620253165,BN,iid,balanced,479,0.6778468447685241,0.745036586523056
35,1.3780050884319257,0.5317345727848101,BN,iid,balanced,479,0.562311420249939,0.8371786379814147
36,1.3671668841869016,0.5334157436708861,BN,iid,balanced,479,0.5545177777290343,0.8282405252754688
37,1.3755729837508142,0.5324762658227847,BN,iid,balanced,479,0.5421363121032715,0.8534482298791408
38,1.377094954327692,0.5329608386075949,BN,iid,balanced,479,0.5642739736557008,0.8395491865277289
39,1.3717848586130743,0.5314774525316456,BN,iid,balanced,479,0.551672276210785,0.8464297519624233
40,1.3574876379363146,0.5364418512658228,BN,iid,balanced,479,0.5536523409843446,0.8479655340313912
41,1.3543979756439788,0.540654667721519,BN,iid,balanced,479,0.5362372015953063,0.8696614667773247
42,1.3601204289665705,0.5375692246835443,BN,iid,balanced,479,0.5371093729019165,0.8677069847285749
43,1.3693832004372075,0.5364121835443038,BN,iid,balanced,479,0.5558849655151368,0.8372870233654977
44,1.3747297159478635,0.5324861550632912,BN,iid,balanced,479,0.5341136825561523,0.8735316331684588
45,1.3758923440039912,0.5364912974683544,BN,iid,balanced,479,0.5459294160842896,0.85876893684268
46,1.370061843757388,0.5340684335443038,BN,iid,balanced,479,0.5148100749015807,0.8913187527656555
47,1.3782493784457823,0.5331388449367087,BN,iid,balanced,479,0.5241763193130493,0.8919153718650341
48,1.3902271168141425,0.5314972310126582,BN,iid,balanced,479,0.5245898422241211,0.8941936478018759
49,1.3687977719156048,0.5337816455696203,BN,iid,balanced,479,0.5267342378616332,0.8844192515313625
50,1.3710460072831263,0.5334948575949366,BN,iid,balanced,479,0.5396322707176208,0.8782056204974651
1,3.126271688787243,0.1000098892405063,BN,noniid,unbalanced,479,0.3042778731688856,1.304166784286499
2,2.6232420876056333,0.1441257911392405,BN,noniid,unbalanced,479,0.3507413078116045,1.0808498685558638
3,2.4687764698946024,0.1745747626582278,BN,noniid,unbalanced,479,0.2802073348970973,1.1600143844590467
4,2.3466221921051607,0.1898041930379747,BN,noniid,unbalanced,479,0.275324749827385,1.22634912322868
5,2.3889232161678846,0.1495253164556962,BN,noniid,unbalanced,479,0.1837219811148113,1.2689551502466203
6,2.377108326139329,0.1918413765822784,BN,noniid,unbalanced,479,0.3261597812856946,1.0431584131150018
7,2.156002509292168,0.2040941455696202,BN,noniid,unbalanced,479,0.2516324810006402,1.1231068023226478
8,2.3354731921908223,0.1760878164556962,BN,noniid,unbalanced,479,0.3406125760779661,1.0948233857750893
9,2.4132117624524274,0.1299248417721518,BN,noniid,unbalanced,479,0.35639732080698,1.0224683105014265
10,2.1662220742129072,0.1861352848101265,BN,noniid,unbalanced,479,0.3883736991467683,1.048751537307449
11,2.2583215822147418,0.188884493670886,BN,noniid,unbalanced,479,0.3896959878921509,1.1200159084200858
12,2.278115079523642,0.2586333069620253,BN,noniid,unbalanced,479,0.3780222856297212,1.036077234937864
13,2.282574119447153,0.1938785601265823,BN,noniid,unbalanced,479,0.4032339115984299,1.02264441865332
14,2.0845470878142347,0.2703125,BN,noniid,unbalanced,479,0.2450899040717631,1.2517588580027224
15,2.054554278186605,0.2214497626582278,BN,noniid,unbalanced,479,0.4225815486195294,0.9926778132500856
16,2.0738656866399547,0.2703520569620253,BN,noniid,unbalanced,479,0.3619578539620746,1.0272331808101047
17,1.99050885861433,0.2748022151898734,BN,noniid,unbalanced,479,0.4311239779429002,0.9979697115041992
18,2.1065977111647403,0.2981408227848101,BN,noniid,unbalanced,479,0.5073549704983831,0.9626477391272784
19,1.993041346495665,0.2910403481012658,BN,noniid,unbalanced,479,0.4976166401760918,0.9114976164840516
20,2.01890439821195,0.2768393987341772,BN,noniid,unbalanced,479,0.4255807001325818,1.016849710047245
21,2.0094926376886004,0.2458267405063291,BN,noniid,unbalanced,479,0.3313757375530574,1.060740486046542
22,2.0913156717638426,0.2533128955696203,BN,noniid,unbalanced,479,0.5690748010058153,0.8807681759721355
23,2.062067922912066,0.2625,BN,noniid,unbalanced,479,0.5124013264504346,0.8767250738360666
24,2.0267762679087964,0.2610660601265823,BN,noniid,unbalanced,479,0.4208216696197078,0.9784667040620534
25,1.970958414409734,0.2665842563291139,BN,noniid,unbalanced,479,0.3678433752059936,1.049298873272809
26,1.928412316720697,0.2972606803797468,BN,noniid,unbalanced,479,0.4323281114383747,0.999467214785124
27,1.9540036726601515,0.3081289556962024,BN,noniid,unbalanced,479,0.4518838878892935,1.0086692461600673
28,1.925682893433148,0.3001977848101265,BN,noniid,unbalanced,479,0.3836812932650248,1.0385028082132337
29,1.939299989802928,0.2660502373417721,BN,noniid,unbalanced,479,0.4721331771261552,0.942823801321142
30,2.000214770775807,0.2297666139240506,BN,noniid,unbalanced,479,0.3935537421594966,0.9372333617372948
31,1.9892875464656683,0.2453026107594936,BN,noniid,unbalanced,479,0.4176950269797269,0.9898825724335276
32,2.0314525121374976,0.2328026107594936,BN,noniid,unbalanced,479,0.4115692156627775,0.946273246780038
33,2.038161360613908,0.2781645569620253,BN,noniid,unbalanced,479,0.3499647583034303,1.0668215104275278
34,1.9448253753819045,0.2912183544303797,BN,noniid,unbalanced,479,0.4241004244265231,1.0530725682323632
35,1.8957110622261144,0.2744066455696202,BN,noniid,unbalanced,479,0.3586723906993865,1.0720447063446044
36,1.9302308022221435,0.3084849683544304,BN,noniid,unbalanced,479,0.4304015774068078,1.0239425301551817
37,1.974235692356206,0.2670589398734177,BN,noniid,unbalanced,479,0.4900981694408085,1.0559528438941297
38,1.930803714070139,0.3013350474683544,BN,noniid,unbalanced,479,0.3300736400038003,1.118058393523097
39,1.9063819317878048,0.3111352848101265,BN,noniid,unbalanced,479,0.466780091047287,1.024714289009571
40,1.899088625968257,0.2949960443037975,BN,noniid,unbalanced,479,0.3363228026164903,1.1215324666765
41,1.9547364939617204,0.3194026898734177,BN,noniid,unbalanced,479,0.3318479647662328,1.1460493883360987
42,1.9438586266734927,0.2715090981012658,BN,noniid,unbalanced,479,0.4162919912576675,1.016800172030926
43,1.9177329870718944,0.2757713607594936,BN,noniid,unbalanced,479,0.4837730510018088,1.061212174052542
44,1.893936538998085,0.2774920886075949,BN,noniid,unbalanced,479,0.3409843449234963,1.039524143785238
45,1.939304537109182,0.2703916139240506,BN,noniid,unbalanced,479,0.455208932185173,0.9928489270806312
46,1.884685066530976,0.2747923259493671,BN,noniid,unbalanced,479,0.334798974570106,1.0768785222488289
47,1.9843779106683368,0.2741396360759494,BN,noniid,unbalanced,479,0.3884054307937621,1.1504168707132345
48,1.991330091711841,0.2644382911392405,BN,noniid,unbalanced,479,0.4066595946521986,1.0705987625178837
49,2.003012856803363,0.247567246835443,BN,noniid,unbalanced,479,0.3793510002368375,1.0519643116938442
50,1.96075814132449,0.2629153481012658,BN,noniid,unbalanced,479,0.4011129181027413,1.051602461785078
1,2.597741275195834,0.1003065664556961,BN,noniid,balanced,479,0.3677377414748072,1.3149840125441552
