round,test_loss,test_acc,norm,independence,balancement,seed,train_acc,train_loss
49,1.984865974021864,0.2903283227848101,GN,noniid,unbalanced,0,0.3090509450038274,1.284032224863768
50,1.9748662941063504,0.2924643987341772,GN,noniid,unbalanced,0,0.2660909259796141,1.2281312137842175
1,2.6823361411879336,0.1135482594936708,GN,noniid,balanced,0,0.3893655686378479,2.036908208280801
2,2.504126313064672,0.112529667721519,GN,noniid,balanced,0,0.308646953573823,1.1602317330241203
3,2.465517671802376,0.1012262658227848,GN,noniid,balanced,0,0.1695191266417503,1.290689167380333
4,2.3935599643972854,0.1118967563291139,GN,noniid,balanced,0,0.2212479781731962,1.2280153715610502
5,2.6643829297415818,0.1582179588607595,GN,noniid,balanced,0,0.2636274236679077,1.137046484053135
6,2.2540388424185256,0.1380241297468354,GN,noniid,balanced,0,0.2195063287496566,1.2977560843527316
7,2.360103903541082,0.1661886867088607,GN,noniid,balanced,0,0.2434738672077656,1.0992669159173964
8,2.306042415884477,0.1742978639240506,GN,noniid,balanced,0,0.205714573252201,1.181082254201174
9,2.295242064210433,0.1754153481012658,GN,noniid,balanced,0,0.2660317871510982,1.1321344807744027
10,2.4030301840999457,0.1421380537974683,GN,noniid,balanced,0,0.2775377140760421,1.1273749478161337
11,2.38024970926816,0.1763647151898734,GN,noniid,balanced,0,0.3471794173002242,1.0662687116861345
12,2.227852379823033,0.1694916930379746,GN,noniid,balanced,0,0.3754963621139526,1.095500623881817
13,2.2104102433482304,0.1716772151898734,GN,noniid,balanced,0,0.3056122022375464,1.097523477226496
14,2.3167263921303087,0.1785007911392405,GN,noniid,balanced,0,0.2995002681151031,1.0600700455904009
15,2.2353736296484743,0.190535996835443,GN,noniid,balanced,0,0.281448005439341,1.102918680906296
16,2.3316707025600385,0.2020569620253164,GN,noniid,balanced,0,0.3572090494945645,1.1082787710428237
17,2.1350922857658774,0.2096420094936709,GN,noniid,balanced,0,0.3349757532864809,1.0917339965701105
18,2.514953033833564,0.1723002373417721,GN,noniid,balanced,0,0.4859947440147399,0.9246165669709444
19,2.127179565459867,0.228846914556962,GN,noniid,balanced,0,0.3058378217607736,1.1305504335463046
20,2.1049401764628253,0.195164161392405,GN,noniid,balanced,0,0.3244787159636616,1.0969399820268153
21,2.115017860147017,0.1932654272151898,GN,noniid,balanced,0,0.3371518034279346,1.0337866698205471
22,2.101101216032536,0.2230419303797468,GN,noniid,balanced,0,0.272533000075817,1.0639714772999285
23,1.989817542214937,0.2481803797468354,GN,noniid,balanced,0,0.2710250534012913,1.0890364609658718
24,2.05383156583279,0.2217167721518987,GN,noniid,balanced,0,0.376171199722588,1.017760030925274
25,2.0214430089238324,0.2405854430379747,GN,noniid,balanced,0,0.2710991372108459,1.0943347093462945
26,2.025877430469175,0.2358089398734177,GN,noniid,balanced,0,0.2673410550564527,1.0874215526878834
27,2.0663354490376724,0.2222013449367088,GN,noniid,balanced,0,0.4242658927977085,0.9667531590163708
28,2.0700790031046807,0.2203322784810126,GN,noniid,balanced,0,0.3488759420618414,1.0548734313249588
29,2.0463771240620674,0.2244857594936709,GN,noniid,balanced,0,0.3820568416371941,1.100262193083763
30,2.058786112900022,0.2233089398734177,GN,noniid,balanced,0,0.3392692605763673,1.0719076615571976
31,2.05842588747604,0.2095925632911392,GN,noniid,balanced,0,0.3072380106955766,1.0606031167507173
32,2.134763987456696,0.1824861550632911,GN,noniid,balanced,0,0.4362358547329902,0.998604878038168
33,2.0112104289139374,0.2337915348101265,GN,noniid,balanced,0,0.2847770732581615,1.1080966845154765
34,2.009676374513892,0.2469936708860759,GN,noniid,balanced,0,0.3269773689851164,1.0315580208599568
35,1.9923945300186736,0.2530458860759493,GN,noniid,balanced,0,0.3283627414703369,1.0839207515120504
36,2.0169483377963684,0.2532832278481013,GN,noniid,balanced,0,0.3117584846749902,1.1412351670861245
37,1.992640098137192,0.2766020569620253,GN,noniid,balanced,0,0.2215308455005288,1.1850539423525333
38,1.9551998438714424,0.3005834651898734,GN,noniid,balanced,0,0.2937715512990951,1.1116188538074492
39,1.9519416578208344,0.2980122626582278,GN,noniid,balanced,0,0.3596369874477386,1.1158416359126568
40,2.0067898623551,0.2460245253164557,GN,noniid,balanced,0,0.3922689911365509,1.1002774772047996
41,1.9712513733513748,0.2694026898734177,GN,noniid,balanced,0,0.275531383395195,1.1340003667771816
42,2.0319954070863844,0.2559928797468354,GN,noniid,balanced,0,0.3649568954467773,1.1382705463469027
43,1.9729836717436584,0.2613528481012658,GN,noniid,balanced,0,0.350055898463726,1.1502870446443558
44,2.145707238776774,0.2085838607594936,GN,noniid,balanced,0,0.3205926710367202,1.063950106799603
45,2.040069540844688,0.2418710443037974,GN,noniid,balanced,0,0.3582300636172294,1.202921224087477
46,2.0263028783134267,0.2424643987341772,GN,noniid,balanced,0,0.351403555881977,1.254785913676023
47,2.0013861672787727,0.2423753955696202,GN,noniid,balanced,0,0.2803946640431881,1.242326043397188
48,1.9850261664088769,0.2482496044303797,GN,noniid,balanced,0,0.1945016155004501,1.250203577429056
49,1.9941623885420303,0.2485957278481013,GN,noniid,balanced,0,0.2671342927098273,1.199079678654671
50,2.01215818365918,0.2450949367088608,GN,noniid,balanced,0,0.4238173474431037,1.0526812694966794
1,1.967631864041841,0.3269715388599147,BN,iid,balanced,128,0.308946658283472,1.1652565747499466
2,1.8042870943527407,0.3945150515181426,BN,iid,balanced,128,0.6311988116264343,0.8992017182707788
3,1.7955349161123146,0.3925569818978894,BN,iid,balanced,128,0.8080913234710694,0.7637402844429015
4,1.7041979196173451,0.4471950356953578,BN,iid,balanced,128,0.8665564368247987,0.7010946880280972
5,1.681486477225262,0.444168928100421,BN,iid,balanced,128,0.8755953643798827,0.6812414003908633
6,1.652856055791994,0.4446040546826995,BN,iid,balanced,128,0.8864217376708984,0.6546934047341347
7,1.6221940782473785,0.4659153679738388,BN,iid,balanced,128,0.8919100191116331,0.645059436559677
8,1.5791394261842258,0.4838247825308008,BN,iid,balanced,128,0.8939055748939515,0.6364891768991947
9,1.5821263809215391,0.4762595135434591,BN,iid,balanced,128,0.8940571104049683,0.6304756160080432
10,1.575311303990926,0.4757353837966235,BN,iid,balanced,128,0.897720229434967,0.6166650621593
11,1.5298191685687867,0.5007254945561173,BN,iid,balanced,128,0.9004876058578493,0.6174909533560275
12,1.5202629399673069,0.5066392603789022,BN,iid,balanced,128,0.9047865015029908,0.6066187465190888
13,1.464746702116876,0.5157868078472565,BN,iid,balanced,128,0.8230441764831543,0.6664453521370888
14,1.4631601310451547,0.5143429787333326,BN,iid,balanced,128,0.8604330507278443,0.6360337698459626
15,1.457108268805317,0.5134430578472566,BN,iid,balanced,128,0.8784321074485779,0.6227088535577059
16,1.4660789671800536,0.50621402303713,BN,iid,balanced,128,0.8900680193901062,0.6114858680963516
17,1.4403162770101514,0.5132650515181425,BN,iid,balanced,128,0.886957836818695,0.6128460295498372
18,1.450081030575155,0.5097247034168768,BN,iid,balanced,128,0.8923444208145141,0.6024382992833852
19,1.4510474299550784,0.5106345135434592,BN,iid,balanced,128,0.8939527194023134,0.5997098320722579
20,1.4358122708899284,0.5122266812649781,BN,iid,balanced,128,0.8949124442100524,0.5866085170209409
21,1.422498408246264,0.5150352255687756,BN,iid,balanced,128,0.896573274421692,0.580965885668993
22,1.4357130620521057,0.5081127572143451,BN,iid,balanced,128,0.898785019493103,0.587982142791152
23,1.4166196317080426,0.5137298458219401,BN,iid,balanced,128,0.902019798183441,0.6044977849721909
24,1.42002793748884,0.5127013648092819,BN,iid,balanced,128,0.6900747548103332,0.7652192354202271
25,1.4059069028606117,0.517962440758649,BN,iid,balanced,128,0.6910681540489196,0.7650997838377953
26,1.3935349509153916,0.5229565072143452,BN,iid,balanced,128,0.6712324870109558,0.7663548032939435
27,1.3930360454769803,0.5255573774675097,BN,iid,balanced,128,0.6916985418319703,0.7357025519013405
28,1.3867869663310175,0.5275648932902945,BN,iid,balanced,128,0.6845635749816894,0.7347045357525349
29,1.3797165379716598,0.5287120451890288,BN,iid,balanced,128,0.6855327289581299,0.7416474859416484
30,1.3817461532350557,0.5271198774675099,BN,iid,balanced,128,0.6772474381446838,0.7583299873769282
31,1.3778205143722526,0.5283758110118135,BN,iid,balanced,128,0.6804902989387512,0.7535616618394851
32,1.3689129967700808,0.5320150515181428,BN,iid,balanced,128,0.6861173189163208,0.7576644530892372
33,1.3683461248342723,0.5313030262016869,BN,iid,balanced,128,0.6807064901351929,0.745545734912157
34,1.358215210354401,0.5341511274675097,BN,iid,balanced,128,0.6743581603050233,0.7574898280203343
35,1.3648992885739717,0.5321732793662439,BN,iid,balanced,128,0.5496632524490356,0.8606747348606587
36,1.3607379120584504,0.536138864809282,BN,iid,balanced,128,0.5607273686408997,0.8374157422780991
37,1.3731081062702413,0.5309766812649781,BN,iid,balanced,128,0.5374501589775085,0.8769992741942406
38,1.3634502141758582,0.5338050040497884,BN,iid,balanced,128,0.5481654067993165,0.8434034273028376
39,1.355157725516374,0.5363465388599149,BN,iid,balanced,128,0.5509253745079041,0.8383421677350998
40,1.364106587918119,0.5344379154421932,BN,iid,balanced,128,0.5409125791549683,0.8750732402503489
41,1.3674652132274958,0.5314019186067502,BN,iid,balanced,128,0.5436334834098815,0.8689319895207884
42,1.363049550848291,0.5340423458219401,BN,iid,balanced,128,0.5489392486572265,0.8661457377672196
43,1.3695364865543695,0.5333402097459907,BN,iid,balanced,128,0.5415234344482422,0.8559335158765318
44,1.357055718936118,0.5358817445561175,BN,iid,balanced,128,0.5496201486587525,0.8533534602820874
45,1.3564283619421167,0.5372563489864972,BN,iid,balanced,128,0.5502424552917481,0.8470204657316207
46,1.3534595449736575,0.538156269872573,BN,iid,balanced,128,0.5291675621986389,0.8920259970426561
47,1.3537446772972968,0.5384727255687756,BN,iid,balanced,128,0.5253906233787535,0.8727603849768638
48,1.358259559831662,0.5372464597459907,BN,iid,balanced,128,0.5177902728080749,0.8842618101835251
49,1.3670103240084772,0.5337357793662441,BN,iid,balanced,128,0.518771549987793,0.9101860566437244
50,1.3540590391351428,0.5362970926573831,BN,iid,balanced,128,0.5114028808593749,0.9153012712299824
1,3.251549660050036,0.109161016708016,BN,noniid,unbalanced,128,0.282861385677542,1.3890401774219103
2,2.4649138911838,0.1417856211383958,BN,noniid,unbalanced,128,0.2268411390554336,1.2281941012257622
3,2.4446283318796462,0.2169537382270033,BN,noniid,unbalanced,128,0.1441368120344061,1.2317329521241942
4,2.4371036601440035,0.1803536591130793,BN,noniid,unbalanced,128,0.3050359879136085,1.1296263580520949
5,2.577254481805652,0.1198018394928261,BN,noniid,unbalanced,128,0.1917815045118331,1.2146266483742258
6,2.199340241113416,0.2210478837966236,BN,noniid,unbalanced,128,0.1540536885502792,1.3670792866320836
7,2.3254769714040817,0.1814414755687755,BN,noniid,unbalanced,128,0.2891912722133455,1.120983907296544
8,2.437098286672104,0.2142737540497882,BN,noniid,unbalanced,128,0.4023998905569314,0.9857701800763607
9,2.25429978018282,0.2020605420244717,BN,noniid,unbalanced,128,0.2629236673886577,1.192916046641767
10,2.603890461506343,0.1279307951890286,BN,noniid,unbalanced,128,0.2842658666536212,1.1529334473609925
11,2.1859172690740847,0.233498437594092,BN,noniid,unbalanced,128,0.3284358600527047,1.0941314656626095
12,2.288479966551064,0.2229169502523198,BN,noniid,unbalanced,128,0.4389933602923438,0.923989713333902
13,2.4836832003725453,0.1164790546826995,BN,noniid,unbalanced,128,0.3566934591084718,1.126988166756928
14,2.3288587254282014,0.2378497034168768,BN,noniid,unbalanced,128,0.3923802579591672,1.0758105910072724
15,2.3314068046774263,0.2373255736700413,BN,noniid,unbalanced,128,0.4399253071429937,0.9810242121634276
16,2.283556582753791,0.2508046084801679,BN,noniid,unbalanced,128,0.4060608735900176,0.951040501500431
17,2.262637768161068,0.1899758901257376,BN,noniid,unbalanced,128,0.4276778084754943,0.975822439491749
18,2.1686636018824696,0.1894418711383957,BN,noniid,unbalanced,128,0.4209851515694804,0.9215888334357218
19,2.135755439898256,0.2217895768345983,BN,noniid,unbalanced,128,0.5316734938848586,0.8748139675174441
20,2.1593974701433964,0.2405791337966236,BN,noniid,unbalanced,128,0.5091728510459264,0.905693309009075
21,2.5770885795954634,0.167814102151054,BN,noniid,unbalanced,128,0.5398763804700639,0.7437244224051633
22,2.240764205312047,0.2176558743029527,BN,noniid,unbalanced,128,0.4115984344289582,0.9507994465968188
23,2.338736175079509,0.236475098986497,BN,noniid,unbalanced,128,0.5296916995942593,0.8858540522555511
24,2.185434443384407,0.2400352255687755,BN,noniid,unbalanced,128,0.4689749707370996,0.9348932844400408
25,2.2515806033109538,0.1994497825308008,BN,noniid,unbalanced,128,0.4278632473437874,0.992165423432986
26,2.09971659238542,0.2494102255687755,BN,noniid,unbalanced,128,0.461177950474951,1.0194974271787536
27,2.1003764455299567,0.3213544502523198,BN,noniid,unbalanced,128,0.4596623286780189,0.9427550100228366
28,2.111019644502972,0.2172701939232059,BN,noniid,unbalanced,128,0.4941466334286858,0.9072207603384468
29,2.3010833077260937,0.303721934429535,BN,noniid,unbalanced,128,0.5997589287715298,0.8861509372081076
30,2.639904475611597,0.2908659217713071,BN,noniid,unbalanced,128,0.4674336097372903,0.943403225309319
31,2.397057262651148,0.2597148141763704,BN,noniid,unbalanced,128,0.5297677518299647,0.9011221840268088
32,2.085296983152625,0.3236289755687755,BN,noniid,unbalanced,128,0.4410896945975042,0.92077589773319
33,1.973621477152348,0.3242915546826996,BN,noniid,unbalanced,128,0.4073218538635655,0.9805014414222616
34,2.3149282901569985,0.2723038173409274,BN,noniid,unbalanced,128,0.5445509950464422,0.8654147922992707
35,2.4980854311543896,0.3127112540497882,BN,noniid,unbalanced,128,0.2411697384970528,1.1206282851951463
36,2.041564807355779,0.2315799249358641,BN,noniid,unbalanced,128,0.417375787848518,1.0273794988791145
37,1.9566661841729749,0.3411527097459907,BN,noniid,unbalanced,128,0.4550527583956717,1.048074923083186
38,2.021726395909919,0.2761408426573831,BN,noniid,unbalanced,128,0.4179638346983836,1.0253193599673418
39,2.032415432363746,0.3030692445561173,BN,noniid,unbalanced,128,0.3946899372604158,1.0563395664095876
40,2.0321203911828816,0.3243113331637122,BN,noniid,unbalanced,128,0.4854008440196514,1.0227410607039928
41,2.1552822020457487,0.2574600673409274,BN,noniid,unbalanced,128,0.5071491758584976,0.9510596252977848
42,2.049606425799521,0.3128694818978894,BN,noniid,unbalanced,128,0.4918055103778839,1.051464747339487
43,2.0647711050129365,0.3788010483535856,BN,noniid,unbalanced,128,0.3770931120748105,1.035945646011311
44,2.070559468849925,0.2493607793662439,BN,noniid,unbalanced,128,0.4723323234748841,0.98492820250988
45,2.081101692575063,0.2542856211383957,BN,noniid,unbalanced,128,0.4364018892745176,0.9880526902774972
46,2.0961197218785537,0.28404234582194,BN,noniid,unbalanced,128,0.3060199386732918,1.078332276287533
47,2.0955027047059933,0.2623552413915603,BN,noniid,unbalanced,128,0.2278659320899418,1.2166003344314438
48,2.7256609222025032,0.2996574565814337,BN,noniid,unbalanced,128,0.3918741880655288,1.1897012346065965
49,2.2594620640741847,0.3272088806320666,BN,noniid,unbalanced,128,0.3466626297289675,1.0803187936544416
50,2.369324940012601,0.3050273141763703,BN,noniid,unbalanced,128,0.4037115564664204,1.100946175456047
1,2.423400276016205,0.1639869660751046,BN,noniid,balanced,128,0.3358270447075367,1.2729251251369715
2,2.436241838546868,0.1565008110118135,BN,noniid,balanced,128,0.2752505375891924,1.1700707012414933
3,2.41110517611194,0.1541273932902945,BN,noniid,balanced,128,0.2049555485993623,1.247369679734111
4,2.4315508615589567,0.1734114122776363,BN,noniid,balanced,128,0.2023464426979422,1.2179090015590193
5,2.3559735653743688,0.1448413964548514,BN,noniid,balanced,128,0.2750350203573703,1.1965346989780663
6,2.402791632224862,0.116162598986497,BN,noniid,balanced,128,0.2098215239197015,1.2224152234196664
7,2.371463285163608,0.1796614122776363,BN,noniid,balanced,128,0.1997737057402729,1.2631028452515602
8,2.176495285675116,0.2170921875940919,BN,noniid,balanced,128,0.1276757797196507,1.2314823426306247
9,2.5531606220968897,0.2283857002523198,BN,noniid,balanced,128,0.2444888184860348,1.1469226130843162
10,2.575590669904704,0.1945546084801679,BN,noniid,balanced,128,0.4210762371778488,1.025579338297248
11,2.3367356180612773,0.1660043711383958,BN,noniid,balanced,128,0.3063058978751302,1.1079850628972054
12,2.381388900347523,0.1848334850624464,BN,noniid,balanced,128,0.2744511025071144,1.128989403694868
13,2.31659983164864,0.1949600673409274,BN,noniid,balanced,128,0.2582307369858026,1.185416501313448
14,2.285283086820114,0.1976103837966236,BN,noniid,balanced,128,0.2609462541699409,1.1538998818397523
15,2.370584141551314,0.2072721717713072,BN,noniid,balanced,128,0.3739560865670442,1.0919493390619754
16,2.2518306011863127,0.2413603837966236,BN,noniid,balanced,128,0.2975619599699974,1.1117686454951765
17,2.310835251573895,0.2129387065814337,BN,noniid,balanced,128,0.2904317062944174,1.1216262124478815
18,2.3001801131114905,0.2366135483535856,BN,noniid,balanced,128,0.3537621217563748,1.0272550868988035
19,2.200480563979735,0.244168928100421,BN,noniid,balanced,128,0.3591056026160716,1.0267546752095222
20,2.4342974346872346,0.1967994660751046,BN,noniid,balanced,128,0.3841412968173622,1.0688777401298286
21,2.2748527404096284,0.2422306369611805,BN,noniid,balanced,128,0.4408970884799957,0.9682859489321708
22,2.254936634082957,0.2420229629105477,BN,noniid,balanced,128,0.3949629568651319,0.981467393860221
23,2.275276224016763,0.206935937594092,BN,noniid,balanced,128,0.285792024962604,1.1469236336648465
24,2.1030835039476026,0.2401934534168768,BN,noniid,balanced,128,0.2696188026800751,1.1481780335307123
25,2.1894023832863616,0.2202072983535856,BN,noniid,balanced,128,0.3091641966611146,1.2323482762277125
