epoch,norm,lr,mm,wd,test_loss,test_accuracy,type
22,GN,0.01,0.5,0.0,0.5336741590499878,0.8198,used
22,GN,0.01,0.9,1e-05,0.47686081772049266,0.8408666666666668,best
23,BN,0.01,0.5,0.0,0.39467222397526097,0.8887666666666666,used
23,BN,0.01,0.9,1e-05,0.3365887184689442,0.9131999999999999,best
23,GN,0.01,0.5,0.0,0.5400319967667263,0.8155000000000001,used
23,GN,0.01,0.9,1e-05,0.46744320139288903,0.8418666666666667,best
24,BN,0.01,0.5,0.0,0.38448637833197913,0.8923666666666666,used
24,BN,0.01,0.9,1e-05,0.3551091535389423,0.9136000000000001,best
24,GN,0.01,0.5,0.0,0.5362665660182634,0.8178000000000001,used
24,GN,0.01,0.9,1e-05,0.4579835996031761,0.8476666666666667,best
25,BN,0.01,0.5,0.0,0.4036006779472033,0.8918666666666667,used
25,BN,0.01,0.9,1e-05,0.35878936280806856,0.9132333333333333,best
25,GN,0.01,0.5,0.0,0.5393935018281142,0.8159333333333333,used
25,GN,0.01,0.9,1e-05,0.4593052683770657,0.8451000000000001,best
26,BN,0.01,0.5,0.0,0.4045837274690469,0.8904333333333333,used
26,BN,0.01,0.9,1e-05,0.3767230469360947,0.9115000000000001,best
26,GN,0.01,0.5,0.0,0.5097575612862905,0.8271666666666667,used
26,GN,0.01,0.9,1e-05,0.47364998837312067,0.8436333333333333,best
27,BN,0.01,0.5,0.0,0.40928131192922584,0.8929,used
27,BN,0.01,0.9,1e-05,0.4090136199072003,0.9088333333333333,best
27,GN,0.01,0.5,0.0,0.5126375750203928,0.8262,used
27,GN,0.01,0.9,1e-05,0.46000163401166594,0.8475999999999999,best
28,BN,0.01,0.5,0.0,0.41071612551808356,0.8931333333333334,used
28,BN,0.01,0.9,1e-05,0.39162712258597215,0.9124666666666666,best
28,GN,0.01,0.5,0.0,0.5235047965248426,0.8249333333333334,used
28,GN,0.01,0.9,1e-05,0.4293551190694173,0.8573666666666666,best
29,BN,0.01,0.5,0.0,0.42059453231592975,0.8910333333333335,used
29,BN,0.01,0.9,1e-05,0.4007625706245502,0.9125333333333333,best
29,GN,0.01,0.5,0.0,0.5159510420759519,0.8250666666666667,used
29,GN,0.01,0.9,1e-05,0.44503339514136303,0.8506,best
30,BN,0.01,0.5,0.0,0.4416561044255893,0.8884333333333334,used
30,BN,0.01,0.9,1e-05,0.4068131484587987,0.9121,best
30,GN,0.01,0.5,0.0,0.48644405285517367,0.8346666666666666,used
30,GN,0.01,0.9,1e-05,0.45105333949128784,0.8503333333333334,best
31,BN,0.01,0.5,0.0,0.40036961210270716,0.8990666666666667,used
31,BN,0.01,0.9,1e-05,0.3924686404690146,0.9191333333333334,best
31,GN,0.01,0.5,0.0,0.4499630080660184,0.8506,used
31,GN,0.01,0.9,1e-05,0.39225464974840474,0.8731333333333332,best
32,BN,0.01,0.5,0.0,0.4035017276803652,0.9001666666666667,used
32,BN,0.01,0.9,1e-05,0.4080780603488286,0.9182,best
32,GN,0.01,0.5,0.0,0.45829990421732264,0.8470333333333334,used
32,GN,0.01,0.9,1e-05,0.4021448949476083,0.8692666666666667,best
33,BN,0.01,0.5,0.0,0.40513231488565604,0.8992,used
33,BN,0.01,0.9,1e-05,0.41584685117006304,0.9196666666666666,best
33,GN,0.01,0.5,0.0,0.4522556781768799,0.8512,used
33,GN,0.01,0.9,1e-05,0.4034300617873669,0.8702666666666667,best
34,BN,0.01,0.5,0.0,0.4148522574702898,0.9,used
34,BN,0.01,0.9,1e-05,0.42290157238642373,0.9205666666666666,best
34,GN,0.01,0.5,0.0,0.4444524448116621,0.8527666666666667,used
34,GN,0.01,0.9,1e-05,0.40127801199754076,0.8708333333333332,best
35,BN,0.01,0.5,0.0,0.4195860373973846,0.8997666666666667,used
35,BN,0.01,0.9,1e-05,0.44169368577500184,0.9200333333333334,best
35,GN,0.01,0.5,0.0,0.4662646640837192,0.8484000000000002,used
35,GN,0.01,0.9,1e-05,0.39362667478621005,0.8740333333333333,best
36,BN,0.01,0.5,0.0,0.4209421533594529,0.8993666666666668,used
36,BN,0.01,0.9,1e-05,0.44875457733869545,0.9192333333333332,best
36,GN,0.01,0.5,0.0,0.4656196325520674,0.8489666666666666,used
36,GN,0.01,0.9,1e-05,0.40318482314546894,0.8710333333333334,best
37,BN,0.01,0.5,0.0,0.42427946632107094,0.9001333333333333,used
37,BN,0.01,0.9,1e-05,0.445954030106465,0.9195666666666668,best
37,GN,0.01,0.5,0.0,0.4659810745219389,0.8489000000000001,used
37,GN,0.01,0.9,1e-05,0.40325502609213193,0.8725999999999999,best
38,BN,0.01,0.5,0.0,0.42660972967743865,0.8991000000000001,used
38,BN,0.01,0.9,1e-05,0.45451968036592,0.9194666666666667,best
38,GN,0.01,0.5,0.0,0.4508414162695407,0.8532666666666667,used
38,GN,0.01,0.9,1e-05,0.39031559636195495,0.8742333333333333,best
39,BN,0.01,0.5,0.0,0.43797949614624176,0.8981666666666666,used
39,BN,0.01,0.9,1e-05,0.4547711220880349,0.9205333333333333,best
39,GN,0.01,0.5,0.0,0.45200834800799683,0.8530000000000001,used
39,GN,0.01,0.9,1e-05,0.40794845528900625,0.8721666666666668,best
40,BN,0.01,0.5,0.0,0.43682785915831723,0.8987000000000002,used
40,BN,0.01,0.9,1e-05,0.4634091490010421,0.9198333333333334,best
40,GN,0.01,0.5,0.0,0.46195057128866507,0.8499333333333333,used
40,GN,0.01,0.9,1e-05,0.3949002468337615,0.8765000000000001,best
41,BN,0.01,0.5,0.0,0.43057803178826964,0.9005000000000001,used
41,BN,0.01,0.9,1e-05,0.4662064159413178,0.9208333333333334,best
41,GN,0.01,0.5,0.0,0.4376487095654011,0.8586,used
41,GN,0.01,0.9,1e-05,0.3857009723534186,0.8796333333333334,best
42,BN,0.01,0.5,0.0,0.4331688060363133,0.8999333333333334,used
42,BN,0.01,0.9,1e-05,0.46652504973113534,0.9209333333333333,best
42,GN,0.01,0.5,0.0,0.4423487376173337,0.8566666666666668,used
42,GN,0.01,0.9,1e-05,0.3877632574985424,0.8785,best
43,BN,0.01,0.5,0.0,0.4336731127649545,0.9003666666666668,used
43,BN,0.01,0.9,1e-05,0.4703636694575349,0.9220666666666668,best
43,GN,0.01,0.5,0.0,0.4401128130157788,0.8583,used
43,GN,0.01,0.9,1e-05,0.3950972665846348,0.8772000000000001,best
44,BN,0.01,0.5,0.0,0.4330055843790372,0.9007999999999999,used
44,BN,0.01,0.9,1e-05,0.4838215252260367,0.9212000000000001,best
44,GN,0.01,0.5,0.0,0.4386163046459357,0.8592333333333334,used
44,GN,0.01,0.9,1e-05,0.38806449313958485,0.8786,best
45,BN,0.01,0.5,0.0,0.437916628892223,0.9012000000000001,used
45,BN,0.01,0.9,1e-05,0.4819605616976817,0.9215999999999999,best
45,GN,0.01,0.5,0.0,0.44674733261267346,0.8566666666666668,used
45,GN,0.01,0.9,1e-05,0.3908534760028124,0.8795000000000001,best
46,BN,0.01,0.5,0.0,0.437764298915863,0.9008333333333333,used
46,BN,0.01,0.9,1e-05,0.4842486199239889,0.9221666666666666,best
46,GN,0.01,0.5,0.0,0.4430816430350144,0.8573333333333334,used
46,GN,0.01,0.9,1e-05,0.3849993061522643,0.8805999999999999,best
47,BN,0.01,0.5,0.0,0.4387271689871946,0.9003333333333333,used
47,BN,0.01,0.9,1e-05,0.4899817756563425,0.9225,best
47,GN,0.01,0.5,0.0,0.4396991462012132,0.8599666666666667,used
47,GN,0.01,0.9,1e-05,0.38753386184573174,0.8797333333333333,best
48,BN,0.01,0.5,0.0,0.4407000548640887,0.9002666666666667,used
48,BN,0.01,0.9,1e-05,0.49691320138672984,0.9219333333333334,best
48,GN,0.01,0.5,0.0,0.4351714593172073,0.8618333333333333,used
48,GN,0.01,0.9,1e-05,0.39210395974417517,0.8818,best
49,BN,0.01,0.5,0.0,0.4375230148931344,0.9007999999999999,used
49,BN,0.01,0.9,1e-05,0.4989366569121678,0.9222,best
49,GN,0.01,0.5,0.0,0.4411187563836574,0.8605333333333333,used
49,GN,0.01,0.9,1e-05,0.3952601021279891,0.8799666666666667,best
50,BN,0.01,0.5,0.0,0.43949080313245453,0.9006,used
50,BN,0.01,0.9,1e-05,0.4979373399913311,0.9227666666666666,best
50,GN,0.01,0.5,0.0,0.4415465436379115,0.8598666666666667,used
50,GN,0.01,0.9,1e-05,0.3953920638064543,0.8818333333333332,best
