round,test_accuracy,test_loss,norm,scenario
5.0,0.18873333333333334,2.0945336999772475,BN,fedavg iid balanced
6.0,0.19456666666666667,2.075555937199653,BN,fedavg iid balanced
7.0,0.2101666666666667,2.0201622795958056,BN,fedavg iid balanced
8.0,0.22996666666666665,1.9697988385389626,BN,fedavg iid balanced
9.0,0.23116666666666666,1.9390818428892629,BN,fedavg iid balanced
10.0,0.25533333333333336,1.919346688668939,BN,fedavg iid balanced
11.0,0.24733333333333332,1.9621071579084115,BN,fedavg iid balanced
12.0,0.26033333333333336,1.9014028446583808,BN,fedavg iid balanced
13.0,0.2844,1.8510617430200051,BN,fedavg iid balanced
14.0,0.29283333333333333,1.8399853530312391,BN,fedavg iid balanced
15.0,0.2946,1.7954493685613706,BN,fedavg iid balanced
16.0,0.2913,1.8222786439622005,BN,fedavg iid balanced
17.0,0.30473333333333336,1.7786994488430425,BN,fedavg iid balanced
18.0,0.33359999999999995,1.7392615713650665,BN,fedavg iid balanced
19.0,0.3509333333333333,1.6979682586364102,BN,fedavg iid balanced
20.0,0.37213333333333337,1.6719634447419693,BN,fedavg iid balanced
21.0,0.3644,1.6865619571903085,BN,fedavg iid balanced
22.0,0.37810000000000005,1.646630548726657,BN,fedavg iid balanced
23.0,0.3915,1.6336657442624054,BN,fedavg iid balanced
24.0,0.37420000000000003,1.6450521915773801,BN,fedavg iid balanced
25.0,0.4033666666666667,1.6030806966974767,BN,fedavg iid balanced
26.0,0.4086666666666667,1.5665832078909572,BN,fedavg iid balanced
27.0,0.42086666666666667,1.5611906680376721,BN,fedavg iid balanced
28.0,0.4252666666666667,1.5500482396234438,BN,fedavg iid balanced
29.0,0.4350333333333333,1.5260084736699293,BN,fedavg iid balanced
30.0,0.44103333333333333,1.5038567449473128,BN,fedavg iid balanced
31.0,0.4504666666666666,1.4881146059760564,BN,fedavg iid balanced
32.0,0.4428,1.493185740985951,BN,fedavg iid balanced
33.0,0.4641333333333333,1.455186403753385,BN,fedavg iid balanced
34.0,0.4742333333333333,1.4407247506113496,BN,fedavg iid balanced
35.0,0.46176666666666666,1.480387820976193,BN,fedavg iid balanced
36.0,0.48836666666666667,1.3911568102454333,BN,fedavg iid balanced
37.0,0.49643333333333334,1.401571181253039,BN,fedavg iid balanced
38.0,0.5003333333333333,1.3696326862407637,BN,fedavg iid balanced
39.0,0.5069,1.3484553013169815,BN,fedavg iid balanced
40.0,0.5029666666666667,1.3596677020632264,BN,fedavg iid balanced
41.0,0.5122333333333332,1.3426804628050277,BN,fedavg iid balanced
42.0,0.5103666666666666,1.369369074262144,BN,fedavg iid balanced
43.0,0.5209666666666667,1.4426113860013619,BN,fedavg iid balanced
44.0,0.5254666666666666,1.2952041927772233,BN,fedavg iid balanced
45.0,0.529,1.2818661269256335,BN,fedavg iid balanced
46.0,0.5436333333333333,1.2488852618615838,BN,fedavg iid balanced
47.0,0.5445,1.2408097489473688,BN,fedavg iid balanced
48.0,0.5411,1.2541965623445148,BN,fedavg iid balanced
49.0,0.5523,1.218291914412744,BN,fedavg iid balanced
50.0,0.5521666666666667,1.2177806919134115,BN,fedavg iid balanced
1.0,0.10000000000000002,2.603168643476591,BN,fedavg noniid balanced
2.0,0.10000000000000002,2.9241388196180638,BN,fedavg noniid balanced
3.0,0.10183333333333333,2.723455446178903,BN,fedavg noniid balanced
4.0,0.11186666666666667,2.6911033930154793,BN,fedavg noniid balanced
5.0,0.10046666666666666,2.8626389503479004,BN,fedavg noniid balanced
6.0,0.1082,2.920480051121128,BN,fedavg noniid balanced
7.0,0.11006666666666669,2.957856743647579,BN,fedavg noniid balanced
8.0,0.12020000000000002,2.9406283887629776,BN,fedavg noniid balanced
9.0,0.13793333333333332,2.943398093372457,BN,fedavg noniid balanced
10.0,0.13936666666666667,2.8532686988009686,BN,fedavg noniid balanced
11.0,0.14666666666666667,2.8189383589265717,BN,fedavg noniid balanced
12.0,0.1452,3.1719800158392033,BN,fedavg noniid balanced
13.0,0.14953333333333332,2.8969104833240755,BN,fedavg noniid balanced
14.0,0.1567333333333333,2.8150103112313314,BN,fedavg noniid balanced
15.0,0.14506666666666668,2.7900602445320737,BN,fedavg noniid balanced
16.0,0.16196666666666668,2.8910311254267955,BN,fedavg noniid balanced
17.0,0.1572,2.82429222567675,BN,fedavg noniid balanced
18.0,0.16240000000000002,2.78230206071073,BN,fedavg noniid balanced
19.0,0.1610666666666667,2.82400797640724,BN,fedavg noniid balanced
20.0,0.15510000000000002,3.539162040259768,BN,fedavg noniid balanced
21.0,0.17373333333333332,2.9389384084613006,BN,fedavg noniid balanced
22.0,0.18153333333333332,2.9769182416457167,BN,fedavg noniid balanced
23.0,0.1704,2.8045414741532206,BN,fedavg noniid balanced
24.0,0.17096666666666668,2.8324560877643052,BN,fedavg noniid balanced
25.0,0.17206666666666667,3.0705649264251123,BN,fedavg noniid balanced
26.0,0.17036666666666667,3.598410165762599,BN,fedavg noniid balanced
27.0,0.17173333333333332,4.832769678111821,BN,fedavg noniid balanced
28.0,0.1790333333333333,4.223798944980284,BN,fedavg noniid balanced
29.0,0.18356666666666666,3.1003580842843035,BN,fedavg noniid balanced
30.0,0.17056666666666667,2.9284289657818117,BN,fedavg noniid balanced
31.0,0.1858,3.167418389380733,BN,fedavg noniid balanced
32.0,0.18603333333333336,2.899968614558128,BN,fedavg noniid balanced
33.0,0.1811,3.0447295119490807,BN,fedavg noniid balanced
34.0,0.18346666666666667,3.276195979319544,BN,fedavg noniid balanced
35.0,0.17886666666666665,3.560540951756988,BN,fedavg noniid balanced
36.0,0.19396666666666665,2.9786879835249507,BN,fedavg noniid balanced
37.0,0.18286666666666665,3.053260303750823,BN,fedavg noniid balanced
38.0,0.19543333333333332,3.813204521871317,BN,fedavg noniid balanced
39.0,0.1894,3.2959479163970626,BN,fedavg noniid balanced
40.0,0.18946666666666667,2.922492006157018,BN,fedavg noniid balanced
41.0,0.1936,3.0638521356421684,BN,fedavg noniid balanced
42.0,0.19053333333333333,3.0610113636853824,BN,fedavg noniid balanced
43.0,0.19143333333333334,2.9466580912030698,BN,fedavg noniid balanced
44.0,0.20153333333333334,2.778956262874201,BN,fedavg noniid balanced
45.0,0.18769999999999998,2.9035863856223063,BN,fedavg noniid balanced
46.0,0.2003666666666667,2.8793573319157466,BN,fedavg noniid balanced
47.0,0.1976,2.7416798736475694,BN,fedavg noniid balanced
48.0,0.2069,2.762189027629321,BN,fedavg noniid balanced
49.0,0.20020000000000002,2.7591795871026403,BN,fedavg noniid balanced
50.0,0.19576666666666667,2.8000669665477447,BN,fedavg noniid balanced
1.0,0.10000000000000002,2.914498212468272,BN,fedavg noniid unbalanced
2.0,0.10000000000000002,2.962370255828407,BN,fedavg noniid unbalanced
3.0,0.11916666666666666,2.6241985363296316,BN,fedavg noniid unbalanced
4.0,0.12480000000000001,2.7539709459377235,BN,fedavg noniid unbalanced
5.0,0.14983333333333335,2.7670540789511637,BN,fedavg noniid unbalanced
6.0,0.16873333333333332,2.7749461524094206,BN,fedavg noniid unbalanced
7.0,0.18230000000000002,2.852221645886385,BN,fedavg noniid unbalanced
8.0,0.1801,2.828573570975774,BN,fedavg noniid unbalanced
9.0,0.19706666666666664,2.743248788616325,BN,fedavg noniid unbalanced
10.0,0.19776666666666665,2.784559511434177,BN,fedavg noniid unbalanced
11.0,0.22253333333333333,3.229932872554924,BN,fedavg noniid unbalanced
12.0,0.21283333333333335,3.0844897710824313,BN,fedavg noniid unbalanced
13.0,0.2274666666666667,3.077956433034648,BN,fedavg noniid unbalanced
14.0,0.23826666666666665,3.79665739425627,BN,fedavg noniid unbalanced
15.0,0.2466,2.7943515365133806,BN,fedavg noniid unbalanced
16.0,0.2525,3.3486134462718726,BN,fedavg noniid unbalanced
17.0,0.248,2.71147606040858,BN,fedavg noniid unbalanced
18.0,0.24993333333333334,2.8355193605905846,BN,fedavg noniid unbalanced
19.0,0.24609999999999999,2.6267189536919573,BN,fedavg noniid unbalanced
20.0,0.2608333333333333,2.7150506741889924,BN,fedavg noniid unbalanced
21.0,0.26203333333333334,2.932487590403497,BN,fedavg noniid unbalanced
22.0,0.2722,2.7191620713044826,BN,fedavg noniid unbalanced
23.0,0.2541333333333333,3.5772877101656757,BN,fedavg noniid unbalanced
24.0,0.2750666666666666,2.885570633763503,BN,fedavg noniid unbalanced
25.0,0.2765,3.1350748126516863,BN,fedavg noniid unbalanced
26.0,0.2759,2.8247212870714535,BN,fedavg noniid unbalanced
27.0,0.28633333333333333,2.714210626948232,BN,fedavg noniid unbalanced
28.0,0.2739333333333333,3.017411382892464,BN,fedavg noniid unbalanced
29.0,0.2774666666666667,2.80832889261125,BN,fedavg noniid unbalanced
30.0,0.28453333333333336,3.5787881803914963,BN,fedavg noniid unbalanced
31.0,0.28213333333333335,2.6897311733744815,BN,fedavg noniid unbalanced
32.0,0.29000000000000004,2.669305262686331,BN,fedavg noniid unbalanced
33.0,0.28836666666666666,2.6902705576852406,BN,fedavg noniid unbalanced
34.0,0.2986,2.9807852893942015,BN,fedavg noniid unbalanced
35.0,0.30256666666666665,2.6821331409462394,BN,fedavg noniid unbalanced
36.0,0.2971,2.6622761020177528,BN,fedavg noniid unbalanced
37.0,0.2949,2.617789581858156,BN,fedavg noniid unbalanced
38.0,0.2964333333333334,2.608469778475379,BN,fedavg noniid unbalanced
39.0,0.30056666666666665,2.549333992386669,BN,fedavg noniid unbalanced
40.0,0.2996666666666667,2.5575068233385365,BN,fedavg noniid unbalanced
41.0,0.31153333333333333,2.5078815800228202,BN,fedavg noniid unbalanced
42.0,0.30743333333333334,2.5850224721280837,BN,fedavg noniid unbalanced
43.0,0.3078666666666667,3.189962769862469,BN,fedavg noniid unbalanced
44.0,0.3080333333333333,2.5617554580109023,BN,fedavg noniid unbalanced
45.0,0.3091,2.5964191035379343,BN,fedavg noniid unbalanced
46.0,0.3224666666666667,2.5303405845215554,BN,fedavg noniid unbalanced
47.0,0.3179,2.580910007661908,BN,fedavg noniid unbalanced
48.0,0.3212,2.6205559018292006,BN,fedavg noniid unbalanced
49.0,0.32493333333333335,2.53243452738106,BN,fedavg noniid unbalanced
50.0,0.32866666666666666,2.531364432870084,BN,fedavg noniid unbalanced
1.0,0.10000000000000002,2.4682456893759936,GN,fedavg iid balanced
2.0,0.1246,2.2958226244157878,GN,fedavg iid balanced
3.0,0.13116666666666668,2.288267052123315,GN,fedavg iid balanced
4.0,0.14176666666666665,2.2810125632628107,GN,fedavg iid balanced
5.0,0.15313333333333334,2.2608259005888605,GN,fedavg iid balanced
6.0,0.15769999999999998,2.2460495067548147,GN,fedavg iid balanced
7.0,0.17043333333333333,2.2195293742393143,GN,fedavg iid balanced
8.0,0.19883333333333333,2.172000189873739,GN,fedavg iid balanced
9.0,0.19663333333333335,2.131853927036881,GN,fedavg iid balanced
10.0,0.2216,2.102080854685498,GN,fedavg iid balanced
11.0,0.221,2.054341940437188,GN,fedavg iid balanced
12.0,0.2308,2.0384419708815305,GN,fedavg iid balanced
13.0,0.2352,2.0229077429711064,GN,fedavg iid balanced
14.0,0.23273333333333335,2.0137911572235043,GN,fedavg iid balanced
15.0,0.2536333333333333,1.991787790749143,GN,fedavg iid balanced
16.0,0.2489,1.998762919429988,GN,fedavg iid balanced
17.0,0.2543333333333333,1.9781954575188554,GN,fedavg iid balanced
18.0,0.2575,1.9740945860303407,GN,fedavg iid balanced
19.0,0.26953333333333335,1.9647278418520837,GN,fedavg iid balanced
20.0,0.26213333333333333,1.9659436669530745,GN,fedavg iid balanced
21.0,0.26616666666666666,1.9450689745351735,GN,fedavg iid balanced
22.0,0.2647,1.9463028193526126,GN,fedavg iid balanced
23.0,0.268,1.948146272812212,GN,fedavg iid balanced
24.0,0.2752666666666667,1.941362671208281,GN,fedavg iid balanced
25.0,0.2700666666666667,1.9377505467410832,GN,fedavg iid balanced
26.0,0.2710333333333333,1.9328133556913223,GN,fedavg iid balanced
27.0,0.27543333333333336,1.9254210427843568,GN,fedavg iid balanced
28.0,0.2832666666666667,1.9201193826611032,GN,fedavg iid balanced
29.0,0.28723333333333334,1.9166791056781882,GN,fedavg iid balanced
30.0,0.2866333333333333,1.9149718581372677,GN,fedavg iid balanced
31.0,0.2924333333333334,1.901445551763607,GN,fedavg iid balanced
32.0,0.27859999999999996,1.9060661732395994,GN,fedavg iid balanced
33.0,0.28163333333333335,1.9147601625587365,GN,fedavg iid balanced
34.0,0.2823,1.9160282636996566,GN,fedavg iid balanced
35.0,0.28653333333333336,1.8963305608129701,GN,fedavg iid balanced
36.0,0.29929999999999995,1.8801935443395301,GN,fedavg iid balanced
37.0,0.3007666666666667,1.8834840753410436,GN,fedavg iid balanced
38.0,0.29403333333333337,1.8931510020911944,GN,fedavg iid balanced
39.0,0.306,1.877049879685736,GN,fedavg iid balanced
40.0,0.29973333333333335,1.8780352918407583,GN,fedavg iid balanced
41.0,0.3042666666666667,1.859428386145,GN,fedavg iid balanced
42.0,0.3116333333333333,1.8562669980375068,GN,fedavg iid balanced
43.0,0.3131333333333333,1.8626458338041345,GN,fedavg iid balanced
44.0,0.3180666666666667,1.8482148848505462,GN,fedavg iid balanced
45.0,0.3124333333333333,1.8474176136250235,GN,fedavg iid balanced
46.0,0.32126666666666664,1.8319504160418287,GN,fedavg iid balanced
47.0,0.32350000000000007,1.8385774822677743,GN,fedavg iid balanced
48.0,0.32,1.839548630553459,GN,fedavg iid balanced
49.0,0.32539999999999997,1.8267479727539835,GN,fedavg iid balanced
50.0,0.32,1.8299297461529827,GN,fedavg iid balanced
1.0,0.09853333333333335,6.033232364976456,GN,fedavg noniid balanced
2.0,0.10000000000000002,4.029149411599847,GN,fedavg noniid balanced
3.0,0.09643333333333333,2.9969213552112826,GN,fedavg noniid balanced
4.0,0.10516666666666667,2.9063688491467183,GN,fedavg noniid balanced
5.0,0.10473333333333334,2.8668626370812267,GN,fedavg noniid balanced
6.0,0.10033333333333334,2.8638376223890085,GN,fedavg noniid balanced
7.0,0.10333333333333333,2.9082916477058505,GN,fedavg noniid balanced
8.0,0.10726666666666666,2.9172170091781937,GN,fedavg noniid balanced
9.0,0.11696666666666666,2.9591787062616786,GN,fedavg noniid balanced
10.0,0.12203333333333334,2.9205506008888595,GN,fedavg noniid balanced
11.0,0.13156666666666667,2.9075545198303736,GN,fedavg noniid balanced
12.0,0.13173333333333334,2.905799762106143,GN,fedavg noniid balanced
13.0,0.13333333333333333,2.901065444141501,GN,fedavg noniid balanced
14.0,0.13543333333333332,2.8983350886574275,GN,fedavg noniid balanced
15.0,0.13690000000000002,2.8544092872474764,GN,fedavg noniid balanced
16.0,0.13833333333333334,2.8905326173275334,GN,fedavg noniid balanced
17.0,0.14196666666666666,2.849586036134873,GN,fedavg noniid balanced
18.0,0.14993333333333334,2.844355013803088,GN,fedavg noniid balanced
19.0,0.14780000000000001,2.8563343895135547,GN,fedavg noniid balanced
20.0,0.14476666666666668,2.8489646790902827,GN,fedavg noniid balanced
21.0,0.14593333333333333,2.856284052007812,GN,fedavg noniid balanced
22.0,0.15616666666666668,2.799919250142222,GN,fedavg noniid balanced
23.0,0.1586,2.840157156252157,GN,fedavg noniid balanced
24.0,0.16063333333333332,2.822168359273597,GN,fedavg noniid balanced
25.0,0.15923333333333334,2.80772186482506,GN,fedavg noniid balanced
26.0,0.16949999999999998,2.796483642441311,GN,fedavg noniid balanced
27.0,0.16496666666666668,2.8106532448957737,GN,fedavg noniid balanced
28.0,0.16796666666666668,2.790422721251154,GN,fedavg noniid balanced
29.0,0.17926666666666669,2.7812488763141228,GN,fedavg noniid balanced
30.0,0.17163333333333333,2.808888979098968,GN,fedavg noniid balanced
31.0,0.1782,2.7835726808395065,GN,fedavg noniid balanced
32.0,0.1758666666666667,2.7987024970195464,GN,fedavg noniid balanced
33.0,0.18263333333333334,2.7650403921111226,GN,fedavg noniid balanced
34.0,0.18593333333333337,2.7513461575729434,GN,fedavg noniid balanced
35.0,0.1827,2.800433642753569,GN,fedavg noniid balanced
36.0,0.1844,2.7843577705858125,GN,fedavg noniid balanced
37.0,0.1879666666666667,2.7358401224080016,GN,fedavg noniid balanced
38.0,0.18683333333333332,2.747110002654514,GN,fedavg noniid balanced
39.0,0.18556666666666666,2.7573289101636864,GN,fedavg noniid balanced
40.0,0.18803333333333336,2.7575728249449267,GN,fedavg noniid balanced
41.0,0.19073333333333334,2.752605525753166,GN,fedavg noniid balanced
42.0,0.19513333333333335,2.7540515897646234,GN,fedavg noniid balanced
43.0,0.19523333333333334,2.765701408124674,GN,fedavg noniid balanced
44.0,0.19313333333333335,2.7524534760648187,GN,fedavg noniid balanced
45.0,0.1922,2.809668441865012,GN,fedavg noniid balanced
46.0,0.20073333333333335,2.735960548437094,GN,fedavg noniid balanced
47.0,0.18946666666666667,2.7785707324869016,GN,fedavg noniid balanced
48.0,0.19919999999999996,2.760564742209036,GN,fedavg noniid balanced
49.0,0.20406666666666665,2.729590681031786,GN,fedavg noniid balanced
50.0,0.20556666666666668,2.724624537717441,GN,fedavg noniid balanced
1.0,0.10000000000000002,7.547342687719482,GN,fedavg noniid unbalanced
2.0,0.10000000000000002,3.662516783058392,GN,fedavg noniid unbalanced
3.0,0.11136666666666666,2.7552383690443722,GN,fedavg noniid unbalanced
4.0,0.12673333333333334,2.6799022909961168,GN,fedavg noniid unbalanced
5.0,0.12986666666666666,2.6917229473339357,GN,fedavg noniid unbalanced
6.0,0.13063333333333335,2.695913391274239,GN,fedavg noniid unbalanced
7.0,0.133,2.693919022878011,GN,fedavg noniid unbalanced
8.0,0.14883333333333335,2.7106810581835012,GN,fedavg noniid unbalanced
9.0,0.15376666666666666,2.670022368934084,GN,fedavg noniid unbalanced
10.0,0.16326666666666667,2.6642932358673357,GN,fedavg noniid unbalanced
11.0,0.18243333333333334,2.639078687514937,GN,fedavg noniid unbalanced
12.0,0.18433333333333332,2.643138591750262,GN,fedavg noniid unbalanced
13.0,0.1915,2.6254085528699656,GN,fedavg noniid unbalanced
14.0,0.19870000000000002,2.623915301093572,GN,fedavg noniid unbalanced
15.0,0.20656666666666668,2.628627184574111,GN,fedavg noniid unbalanced
16.0,0.21323333333333336,2.621097682397577,GN,fedavg noniid unbalanced
17.0,0.20673333333333332,2.6079668626503607,GN,fedavg noniid unbalanced
18.0,0.21343333333333334,2.5875750956153065,GN,fedavg noniid unbalanced
19.0,0.21263333333333334,2.6024262522846335,GN,fedavg noniid unbalanced
20.0,0.20896666666666666,2.585342682866608,GN,fedavg noniid unbalanced
21.0,0.21553333333333335,2.5773173213508063,GN,fedavg noniid unbalanced
22.0,0.21663333333333334,2.5820667190390796,GN,fedavg noniid unbalanced
23.0,0.21653333333333333,2.5676474732185715,GN,fedavg noniid unbalanced
24.0,0.22163333333333335,2.581060143965709,GN,fedavg noniid unbalanced
25.0,0.22676666666666667,2.5854310063873163,GN,fedavg noniid unbalanced
26.0,0.22493333333333335,2.5454529740136387,GN,fedavg noniid unbalanced
27.0,0.2298,2.552191502937285,GN,fedavg noniid unbalanced
28.0,0.23329999999999998,2.5439696281771114,GN,fedavg noniid unbalanced
29.0,0.2308666666666667,2.5623055812175766,GN,fedavg noniid unbalanced
30.0,0.23646666666666669,2.529762522580754,GN,fedavg noniid unbalanced
31.0,0.23299999999999998,2.5381571964875556,GN,fedavg noniid unbalanced
32.0,0.2332,2.535626970765963,GN,fedavg noniid unbalanced
33.0,0.23293333333333333,2.560367028924483,GN,fedavg noniid unbalanced
34.0,0.23996666666666666,2.524417721269503,GN,fedavg noniid unbalanced
35.0,0.24273333333333336,2.497399253684257,GN,fedavg noniid unbalanced
36.0,0.2447,2.525130585779118,GN,fedavg noniid unbalanced
37.0,0.23549999999999996,2.5506026684483394,GN,fedavg noniid unbalanced
38.0,0.24100000000000002,2.52385127896498,GN,fedavg noniid unbalanced
39.0,0.24513333333333334,2.5278244571846753,GN,fedavg noniid unbalanced
40.0,0.24906666666666666,2.502967905897631,GN,fedavg noniid unbalanced
41.0,0.2466,2.5102596373497685,GN,fedavg noniid unbalanced
42.0,0.24356666666666668,2.5309700880372574,GN,fedavg noniid unbalanced
43.0,0.24980000000000002,2.5396478472882684,GN,fedavg noniid unbalanced
44.0,0.24823333333333333,2.502541703010913,GN,fedavg noniid unbalanced
45.0,0.24193333333333333,2.5347118407865117,GN,fedavg noniid unbalanced
46.0,0.2557666666666667,2.447887164127978,GN,fedavg noniid unbalanced
47.0,0.24453333333333335,2.539235367553647,GN,fedavg noniid unbalanced
48.0,0.24626666666666666,2.5219692877073325,GN,fedavg noniid unbalanced
49.0,0.25776666666666664,2.4636257494552223,GN,fedavg noniid unbalanced
50.0,0.25586666666666663,2.5077440215565487,GN,fedavg noniid unbalanced
