norm,independence,balancement,round,lr,mm,wd,test_accuracy,test_loss,type
BN,iid,balanced,33.0,0.01,0.5,0.0,0.4641333333333333,1.455186403753385,used
BN,iid,balanced,33.0,0.01,0.9,1e-05,0.4189666666666667,1.5587283523776865,best
BN,iid,balanced,34.0,0.01,0.5,0.0,0.4742333333333333,1.4407247506113496,used
BN,iid,balanced,34.0,0.01,0.9,1e-05,0.41453333333333325,1.572600129787429,best
BN,iid,balanced,35.0,0.01,0.5,0.0,0.46176666666666666,1.480387820976193,used
BN,iid,balanced,35.0,0.01,0.9,1e-05,0.42146666666666666,1.5490582567730031,best
BN,iid,balanced,36.0,0.01,0.5,0.0,0.48836666666666667,1.3911568102454333,used
BN,iid,balanced,36.0,0.01,0.9,1e-05,0.42426666666666674,1.5454815937999935,best
BN,iid,balanced,37.0,0.01,0.5,0.0,0.49643333333333334,1.401571181253039,used
BN,iid,balanced,37.0,0.01,0.9,1e-05,0.4416333333333333,1.508820256603418,best
BN,iid,balanced,38.0,0.01,0.5,0.0,0.5003333333333333,1.3696326862407637,used
BN,iid,balanced,38.0,0.01,0.9,1e-05,0.43593333333333334,1.5344360397837835,best
BN,iid,balanced,39.0,0.01,0.5,0.0,0.5069,1.3484553013169815,used
BN,iid,balanced,39.0,0.01,0.9,1e-05,0.45626666666666676,1.457971176014671,best
BN,iid,balanced,40.0,0.01,0.5,0.0,0.5029666666666667,1.3596677020632264,used
BN,iid,balanced,40.0,0.01,0.9,1e-05,0.4357666666666667,1.5074693326708637,best
BN,iid,balanced,41.0,0.01,0.5,0.0,0.5122333333333332,1.3426804628050277,used
BN,iid,balanced,41.0,0.01,0.9,1e-05,0.45766666666666667,1.457308602735463,best
BN,iid,balanced,42.0,0.01,0.5,0.0,0.5103666666666666,1.369369074262144,used
BN,iid,balanced,42.0,0.01,0.9,1e-05,0.3739666666666667,1.7857184153568895,best
BN,iid,balanced,43.0,0.01,0.5,0.0,0.5209666666666667,1.4426113860013619,used
BN,iid,balanced,43.0,0.01,0.9,1e-05,0.47429999999999994,1.4155157985566538,best
BN,iid,balanced,44.0,0.01,0.5,0.0,0.5254666666666666,1.2952041927772233,used
BN,iid,balanced,44.0,0.01,0.9,1e-05,0.45389999999999997,1.4689907801302173,best
BN,iid,balanced,45.0,0.01,0.5,0.0,0.529,1.2818661269256335,used
BN,iid,balanced,45.0,0.01,0.9,1e-05,0.46883333333333327,1.4444369600794988,best
BN,iid,balanced,46.0,0.01,0.5,0.0,0.5436333333333333,1.2488852618615838,used
BN,iid,balanced,46.0,0.01,0.9,1e-05,0.4846333333333333,1.4096917085003753,best
BN,iid,balanced,47.0,0.01,0.5,0.0,0.5445,1.2408097489473688,used
BN,iid,balanced,47.0,0.01,0.9,1e-05,0.4342333333333333,1.5332324016949297,best
BN,iid,balanced,48.0,0.01,0.5,0.0,0.5411,1.2541965623445148,used
BN,iid,balanced,48.0,0.01,0.9,1e-05,0.44743333333333335,1.4906946380430135,best
BN,iid,balanced,49.0,0.01,0.5,0.0,0.5523,1.218291914412744,used
BN,iid,balanced,49.0,0.01,0.9,1e-05,0.4813666666666667,1.4025854088586092,best
BN,iid,balanced,50.0,0.01,0.5,0.0,0.5521666666666667,1.2177806919134115,used
BN,iid,balanced,50.0,0.01,0.9,1e-05,0.49913333333333326,1.3462444050905573,best
BN,noniid,balanced,1.0,0.01,0.5,0.0,0.10000000000000002,2.603168643476591,used
BN,noniid,balanced,1.0,0.01,0.9,1e-05,0.10000000000000002,4.780414414305224,best
BN,noniid,balanced,2.0,0.01,0.5,0.0,0.10000000000000002,2.9241388196180638,used
BN,noniid,balanced,2.0,0.01,0.9,1e-05,0.10000000000000002,5.782661681436788,best
BN,noniid,balanced,3.0,0.01,0.5,0.0,0.10183333333333333,2.723455446178903,used
BN,noniid,balanced,3.0,0.01,0.9,1e-05,0.10000000000000002,3.488136862903708,best
BN,noniid,balanced,4.0,0.01,0.5,0.0,0.11186666666666667,2.6911033930154793,used
BN,noniid,balanced,4.0,0.01,0.9,1e-05,0.10000000000000002,3.123087792456905,best
BN,noniid,balanced,5.0,0.01,0.5,0.0,0.10046666666666666,2.8626389503479004,used
BN,noniid,balanced,5.0,0.01,0.9,1e-05,0.10000000000000002,2.8916285017874674,best
BN,noniid,balanced,6.0,0.01,0.5,0.0,0.1082,2.920480051121128,used
BN,noniid,balanced,6.0,0.01,0.9,1e-05,0.09993333333333333,3.231601648692843,best
BN,noniid,balanced,7.0,0.01,0.5,0.0,0.11006666666666669,2.957856743647579,used
BN,noniid,balanced,7.0,0.01,0.9,1e-05,0.10000000000000002,3.031599782187224,best
BN,noniid,balanced,8.0,0.01,0.5,0.0,0.12020000000000002,2.9406283887629776,used
BN,noniid,balanced,8.0,0.01,0.9,1e-05,0.10000000000000002,3.14298939704895,best
BN,noniid,balanced,9.0,0.01,0.5,0.0,0.13793333333333332,2.943398093372457,used
BN,noniid,balanced,9.0,0.01,0.9,1e-05,0.10000000000000002,3.257111150001172,best
BN,noniid,balanced,10.0,0.01,0.5,0.0,0.13936666666666667,2.8532686988009686,used
BN,noniid,balanced,10.0,0.01,0.9,1e-05,0.10756666666666666,3.065471818175497,best
BN,noniid,balanced,11.0,0.01,0.5,0.0,0.14666666666666667,2.8189383589265717,used
BN,noniid,balanced,11.0,0.01,0.9,1e-05,0.10000000000000002,3.2676012173986635,best
BN,noniid,balanced,12.0,0.01,0.5,0.0,0.1452,3.1719800158392033,used
BN,noniid,balanced,12.0,0.01,0.9,1e-05,0.10003333333333335,3.2659453681752653,best
BN,noniid,balanced,13.0,0.01,0.5,0.0,0.14953333333333332,2.8969104833240755,used
BN,noniid,balanced,13.0,0.01,0.9,1e-05,0.10000000000000002,3.1417201903298935,best
BN,noniid,balanced,14.0,0.01,0.5,0.0,0.1567333333333333,2.8150103112313314,used
BN,noniid,balanced,14.0,0.01,0.9,1e-05,0.1113,3.2888711243239137,best
BN,noniid,balanced,15.0,0.01,0.5,0.0,0.14506666666666668,2.7900602445320737,used
BN,noniid,balanced,15.0,0.01,0.9,1e-05,0.10010000000000001,3.100166939481904,best
BN,noniid,balanced,16.0,0.01,0.5,0.0,0.16196666666666668,2.8910311254267955,used
BN,noniid,balanced,16.0,0.01,0.9,1e-05,0.11396666666666666,3.4390396780102566,best
BN,noniid,balanced,17.0,0.01,0.5,0.0,0.1572,2.82429222567675,used
BN,noniid,balanced,17.0,0.01,0.9,1e-05,0.10000000000000002,3.2456717853304706,best
BN,noniid,balanced,18.0,0.01,0.5,0.0,0.16240000000000002,2.78230206071073,used
BN,noniid,balanced,18.0,0.01,0.9,1e-05,0.10886666666666667,3.289053670464689,best
BN,noniid,balanced,19.0,0.01,0.5,0.0,0.1610666666666667,2.82400797640724,used
BN,noniid,balanced,19.0,0.01,0.9,1e-05,0.10003333333333335,3.075737580971376,best
BN,noniid,balanced,20.0,0.01,0.5,0.0,0.15510000000000002,3.539162040259768,used
BN,noniid,balanced,20.0,0.01,0.9,1e-05,0.1059,3.0351273560825778,best
BN,noniid,balanced,21.0,0.01,0.5,0.0,0.17373333333333332,2.9389384084613006,used
BN,noniid,balanced,21.0,0.01,0.9,1e-05,0.10000000000000002,3.040203932468398,best
BN,noniid,balanced,22.0,0.01,0.5,0.0,0.18153333333333332,2.9769182416457167,used
BN,noniid,balanced,22.0,0.01,0.9,1e-05,0.10273333333333334,3.092856034950868,best
BN,noniid,balanced,23.0,0.01,0.5,0.0,0.1704,2.8045414741532206,used
BN,noniid,balanced,23.0,0.01,0.9,1e-05,0.10000000000000002,3.2137085556480955,best
BN,noniid,balanced,24.0,0.01,0.5,0.0,0.17096666666666668,2.8324560877643052,used
BN,noniid,balanced,24.0,0.01,0.9,1e-05,0.10463333333333334,3.0941098329890124,best
BN,noniid,balanced,25.0,0.01,0.5,0.0,0.17206666666666667,3.0705649264251123,used
BN,noniid,balanced,25.0,0.01,0.9,1e-05,0.10000000000000002,3.042577377351528,best
BN,noniid,balanced,26.0,0.01,0.5,0.0,0.17036666666666667,3.598410165762599,used
BN,noniid,balanced,26.0,0.01,0.9,1e-05,0.11253333333333333,3.0682841192317913,best
BN,noniid,balanced,27.0,0.01,0.5,0.0,0.17173333333333332,4.832769678111821,used
BN,noniid,balanced,27.0,0.01,0.9,1e-05,0.1002,3.1798979712940976,best
BN,noniid,balanced,28.0,0.01,0.5,0.0,0.1790333333333333,4.223798944980284,used
BN,noniid,balanced,28.0,0.01,0.9,1e-05,0.11896666666666667,3.100477886602345,best
BN,noniid,balanced,29.0,0.01,0.5,0.0,0.18356666666666666,3.1003580842843035,used
BN,noniid,balanced,29.0,0.01,0.9,1e-05,0.10000000000000002,3.053330926452508,best
BN,noniid,balanced,30.0,0.01,0.5,0.0,0.17056666666666667,2.9284289657818117,used
BN,noniid,balanced,30.0,0.01,0.9,1e-05,0.10233333333333333,3.0991122259872372,best
BN,noniid,balanced,31.0,0.01,0.5,0.0,0.1858,3.167418389380733,used
BN,noniid,balanced,31.0,0.01,0.9,1e-05,0.10026666666666666,3.100821034314763,best
BN,noniid,balanced,32.0,0.01,0.5,0.0,0.18603333333333336,2.899968614558128,used
BN,noniid,balanced,32.0,0.01,0.9,1e-05,0.11506666666666666,3.1655722076882795,best
BN,noniid,balanced,33.0,0.01,0.5,0.0,0.1811,3.0447295119490807,used
BN,noniid,balanced,33.0,0.01,0.9,1e-05,0.1023,3.0644095225676202,best
BN,noniid,balanced,34.0,0.01,0.5,0.0,0.18346666666666667,3.276195979319544,used
BN,noniid,balanced,34.0,0.01,0.9,1e-05,0.10880000000000001,3.0974307311738087,best
BN,noniid,balanced,35.0,0.01,0.5,0.0,0.17886666666666665,3.560540951756988,used
BN,noniid,balanced,35.0,0.01,0.9,1e-05,0.10113333333333334,3.007364709669025,best
BN,noniid,balanced,36.0,0.01,0.5,0.0,0.19396666666666665,2.9786879835249507,used
BN,noniid,balanced,36.0,0.01,0.9,1e-05,0.11820000000000001,2.968926032384237,best
BN,noniid,balanced,37.0,0.01,0.5,0.0,0.18286666666666665,3.053260303750823,used
BN,noniid,balanced,37.0,0.01,0.9,1e-05,0.10083333333333333,3.046151700402111,best
BN,noniid,balanced,38.0,0.01,0.5,0.0,0.19543333333333332,3.813204521871317,used
BN,noniid,balanced,38.0,0.01,0.9,1e-05,0.12140000000000001,3.078619698431924,best
BN,noniid,balanced,39.0,0.01,0.5,0.0,0.1894,3.2959479163970626,used
BN,noniid,balanced,39.0,0.01,0.9,1e-05,0.10826666666666666,2.9993507439577125,best
BN,noniid,balanced,40.0,0.01,0.5,0.0,0.18946666666666667,2.922492006157018,used
BN,noniid,balanced,40.0,0.01,0.9,1e-05,0.12083333333333335,3.044816251545516,best
BN,noniid,balanced,41.0,0.01,0.5,0.0,0.1936,3.0638521356421684,used
BN,noniid,balanced,41.0,0.01,0.9,1e-05,0.10810000000000002,3.239910357109102,best
BN,noniid,balanced,42.0,0.01,0.5,0.0,0.19053333333333333,3.0610113636853824,used
BN,noniid,balanced,42.0,0.01,0.9,1e-05,0.12273333333333332,3.002594404582736,best
BN,noniid,balanced,43.0,0.01,0.5,0.0,0.19143333333333334,2.9466580912030698,used
BN,noniid,balanced,43.0,0.01,0.9,1e-05,0.10323333333333333,3.0578726424446585,best
BN,noniid,balanced,44.0,0.01,0.5,0.0,0.20153333333333334,2.778956262874201,used
BN,noniid,balanced,44.0,0.01,0.9,1e-05,0.12353333333333334,3.076702312578129,best
BN,noniid,balanced,45.0,0.01,0.5,0.0,0.18769999999999998,2.9035863856223063,used
BN,noniid,balanced,45.0,0.01,0.9,1e-05,0.10486666666666666,3.1321846322168274,best
BN,noniid,balanced,46.0,0.01,0.5,0.0,0.2003666666666667,2.8793573319157466,used
BN,noniid,balanced,46.0,0.01,0.9,1e-05,0.12033333333333333,3.1289177816125413,best
BN,noniid,balanced,47.0,0.01,0.5,0.0,0.1976,2.7416798736475694,used
BN,noniid,balanced,47.0,0.01,0.9,1e-05,0.11023333333333334,3.0130803796309458,best
BN,noniid,balanced,48.0,0.01,0.5,0.0,0.2069,2.762189027629321,used
BN,noniid,balanced,48.0,0.01,0.9,1e-05,0.12116666666666669,3.0846066072520326,best
BN,noniid,balanced,49.0,0.01,0.5,0.0,0.20020000000000002,2.7591795871026403,used
BN,noniid,balanced,49.0,0.01,0.9,1e-05,0.10516666666666667,3.1518577342294947,best
BN,noniid,balanced,50.0,0.01,0.5,0.0,0.19576666666666667,2.8000669665477447,used
BN,noniid,balanced,50.0,0.01,0.9,1e-05,0.1263,3.1635304342342327,best
