norm,independence,balancement,round,test_accuracy,test_loss,train_loss,seed,lr,mm,wd
BN,noniid,balanced,21.0,0.1783,2.798871592630314,0.6357052944786845,0,0.01,0.5,0.0
BN,noniid,balanced,22.0,0.1654,2.953703850130492,0.656374450057745,0,0.01,0.5,0.0
BN,noniid,balanced,23.0,0.1732,2.7419397438628765,0.6257493830807507,0,0.01,0.5,0.0
BN,noniid,balanced,24.0,0.1768,2.82414757149129,0.6082936834469438,0,0.01,0.5,0.0
BN,noniid,balanced,25.0,0.1714,3.540484549124029,0.6108063316270709,0,0.01,0.5,0.0
BN,noniid,balanced,26.0,0.1758,4.916552290131774,0.6104827454164625,0,0.01,0.5,0.0
BN,noniid,balanced,27.0,0.1784,8.864182212684728,0.6108945774286985,0,0.01,0.5,0.0
BN,noniid,balanced,28.0,0.1823,6.794612525384637,0.6084413254633545,0,0.01,0.5,0.0
BN,noniid,balanced,29.0,0.1803,3.5868132235128667,0.6022310861013829,0,0.01,0.5,0.0
BN,noniid,balanced,30.0,0.183,3.0924190147013606,0.5890434816628695,0,0.01,0.5,0.0
BN,noniid,balanced,31.0,0.1816,3.663428674770307,0.6082170683294537,0,0.01,0.5,0.0
BN,noniid,balanced,32.0,0.1849,2.7166513853435275,0.5714123681783676,0,0.01,0.5,0.0
BN,noniid,balanced,33.0,0.1793,2.9407586719416363,0.5745597635284067,0,0.01,0.5,0.0
BN,noniid,balanced,34.0,0.1799,4.201185974893691,0.563449858918786,0,0.01,0.5,0.0
BN,noniid,balanced,35.0,0.1833,4.623922393291811,0.5547879047319293,0,0.01,0.5,0.0
BN,noniid,balanced,36.0,0.1856,3.314447083050692,0.5388679916821422,0,0.01,0.5,0.0
BN,noniid,balanced,37.0,0.1798,3.4482189099999925,0.5365534382052719,0,0.01,0.5,0.0
BN,noniid,balanced,38.0,0.1863,5.741824476024773,0.5480675852335989,0,0.01,0.5,0.0
BN,noniid,balanced,39.0,0.1858,4.31365111507947,0.538537029221654,0,0.01,0.5,0.0
BN,noniid,balanced,40.0,0.1874,3.043831523460678,0.5297192727178335,0,0.01,0.5,0.0
BN,noniid,balanced,41.0,0.1865,3.49996180172208,0.539218714144081,0,0.01,0.5,0.0
BN,noniid,balanced,42.0,0.1841,3.462040837806992,0.5189713757317513,0,0.01,0.5,0.0
BN,noniid,balanced,43.0,0.1884,3.126851235763936,0.4987256320491434,0,0.01,0.5,0.0
BN,noniid,balanced,44.0,0.1852,2.761677717860741,0.5099189708866179,0,0.01,0.5,0.0
BN,noniid,balanced,45.0,0.1891,3.021526400047013,0.5035027798898518,0,0.01,0.5,0.0
BN,noniid,balanced,46.0,0.1889,3.035706402380255,0.490862700227648,0,0.01,0.5,0.0
BN,noniid,balanced,47.0,0.1899,2.7173067406763005,0.512193689065054,0,0.01,0.5,0.0
BN,noniid,balanced,48.0,0.1894,2.789727829679658,0.4992841340173035,0,0.01,0.5,0.0
BN,noniid,balanced,49.0,0.1871,2.6814926877806458,0.5094173112586142,0,0.01,0.5,0.0
BN,noniid,balanced,50.0,0.1878,2.772501160826864,0.4868315748432651,0,0.01,0.5,0.0
BN,noniid,unbalanced,1.0,0.1,2.890215122247044,0.7587455811778676,0,0.01,0.5,0.0
BN,noniid,unbalanced,2.0,0.1,2.9095332924323745,0.9863158142344371,0,0.01,0.5,0.0
BN,noniid,unbalanced,3.0,0.1007,2.62578423717354,0.7973546599331893,0,0.01,0.5,0.0
BN,noniid,unbalanced,4.0,0.1042,2.921560809582094,0.6428680336365117,0,0.01,0.5,0.0
BN,noniid,unbalanced,5.0,0.1181,2.9250422187998324,0.609683863491596,0,0.01,0.5,0.0
BN,noniid,unbalanced,6.0,0.1436,2.7225184410433227,0.5888800871144049,0,0.01,0.5,0.0
BN,noniid,unbalanced,7.0,0.1445,3.2927518313444115,0.5585826811292791,0,0.01,0.5,0.0
BN,noniid,unbalanced,8.0,0.1461,2.738337332689309,0.5276172555049611,0,0.01,0.5,0.0
BN,noniid,unbalanced,9.0,0.1507,3.063269452203678,0.5176322370465254,0,0.01,0.5,0.0
BN,noniid,unbalanced,10.0,0.1667,2.8759083295170265,0.509003766695115,0,0.01,0.5,0.0
BN,noniid,unbalanced,11.0,0.1967,3.285451243195353,0.5109284651606383,0,0.01,0.5,0.0
BN,noniid,unbalanced,12.0,0.189,3.50933188124548,0.4945837290333584,0,0.01,0.5,0.0
BN,noniid,unbalanced,13.0,0.1874,2.7146774515320984,0.4917244453246628,0,0.01,0.5,0.0
BN,noniid,unbalanced,14.0,0.2056,5.299576041064685,0.4852986801876492,0,0.01,0.5,0.0
BN,noniid,unbalanced,15.0,0.2159,2.6779858764213853,0.4795803736915501,0,0.01,0.5,0.0
BN,noniid,unbalanced,16.0,0.2103,4.089226336418828,0.4644978198521033,0,0.01,0.5,0.0
BN,noniid,unbalanced,17.0,0.2003,2.915888143491141,0.4660156074515423,0,0.01,0.5,0.0
BN,noniid,unbalanced,18.0,0.2,2.70082038565527,0.4679227223139411,0,0.01,0.5,0.0
BN,noniid,unbalanced,19.0,0.1776,2.806578548648689,0.4737303439882234,0,0.01,0.5,0.0
BN,noniid,unbalanced,20.0,0.2131,2.774637753450418,0.4574590592574774,0,0.01,0.5,0.0
BN,noniid,unbalanced,21.0,0.203,3.631641988512836,0.4671536250380401,0,0.01,0.5,0.0
BN,noniid,unbalanced,22.0,0.2017,3.133676233170908,0.4525977755717467,0,0.01,0.5,0.0
BN,noniid,unbalanced,23.0,0.1846,4.506238339822503,0.4517075911594245,0,0.01,0.5,0.0
BN,noniid,unbalanced,24.0,0.2262,3.157124054582813,0.4564781683660112,0,0.01,0.5,0.0
BN,noniid,unbalanced,25.0,0.2071,3.605596201329292,0.4507809888922492,0,0.01,0.5,0.0
BN,noniid,unbalanced,26.0,0.2112,3.0434907086287875,0.4536706224707498,0,0.01,0.5,0.0
BN,noniid,unbalanced,27.0,0.226,2.837875532198556,0.449817187337787,0,0.01,0.5,0.0
BN,noniid,unbalanced,28.0,0.2017,3.4257056833822515,0.4335364520861767,0,0.01,0.5,0.0
BN,noniid,unbalanced,29.0,0.2038,3.3137294883969464,0.4351078233733108,0,0.01,0.5,0.0
BN,noniid,unbalanced,30.0,0.2035,5.746015252946298,0.4361574184800654,0,0.01,0.5,0.0
BN,noniid,unbalanced,31.0,0.2182,3.032486484020571,0.438959075020665,0,0.01,0.5,0.0
BN,noniid,unbalanced,32.0,0.2211,2.9965723768065247,0.4317894707144006,0,0.01,0.5,0.0
BN,noniid,unbalanced,33.0,0.2064,3.1599060100845144,0.4221158452199305,0,0.01,0.5,0.0
BN,noniid,unbalanced,34.0,0.2271,4.046647793130029,0.421788609097052,0,0.01,0.5,0.0
BN,noniid,unbalanced,35.0,0.2253,3.174344708647909,0.4199429497140615,0,0.01,0.5,0.0
BN,noniid,unbalanced,36.0,0.2175,3.016332608235033,0.4078496870715171,0,0.01,0.5,0.0
BN,noniid,unbalanced,37.0,0.2218,2.915140405485902,0.4110949677382402,0,0.01,0.5,0.0
BN,noniid,unbalanced,38.0,0.2262,2.8282120680507226,0.4142482780375285,0,0.01,0.5,0.0
BN,noniid,unbalanced,39.0,0.2183,2.7568601958359342,0.4222500872626357,0,0.01,0.5,0.0
BN,noniid,unbalanced,40.0,0.2308,2.7505584698689134,0.4088052444984593,0,0.01,0.5,0.0
BN,noniid,unbalanced,41.0,0.2327,2.6677787273744995,0.4361665087966636,0,0.01,0.5,0.0
BN,noniid,unbalanced,42.0,0.2228,2.8480234538452533,0.4105889054424236,0,0.01,0.5,0.0
BN,noniid,unbalanced,43.0,0.2215,4.669848825358137,0.4038432810314601,0,0.01,0.5,0.0
BN,noniid,unbalanced,44.0,0.2282,2.766844643822199,0.4015463491537181,0,0.01,0.5,0.0
BN,noniid,unbalanced,45.0,0.2264,2.913894780074494,0.3897196750230166,0,0.01,0.5,0.0
BN,noniid,unbalanced,46.0,0.2492,2.72160560269899,0.4108454388799922,0,0.01,0.5,0.0
BN,noniid,unbalanced,47.0,0.2125,2.916212290148192,0.4005116708120403,0,0.01,0.5,0.0
BN,noniid,unbalanced,48.0,0.2485,2.8527843348587614,0.3898907210660084,0,0.01,0.5,0.0
BN,noniid,unbalanced,49.0,0.2417,2.756341170661057,0.3917813426087765,0,0.01,0.5,0.0
BN,noniid,unbalanced,50.0,0.2445,2.773864797399014,0.3882138872668147,0,0.01,0.5,0.0
GN,noniid,balanced,1.0,0.1,5.870041678223429,3.247961091339588,0,0.01,0.5,0.0
GN,noniid,balanced,2.0,0.1,3.4743890792508667,1.5374638999700547,0,0.01,0.5,0.0
GN,noniid,balanced,3.0,0.0893,2.830222163019301,0.9630939969718456,0,0.01,0.5,0.0
GN,noniid,balanced,4.0,0.1,2.790487929235531,0.91714463442564,0,0.01,0.5,0.0
GN,noniid,balanced,5.0,0.1,2.82254205172575,0.8594313035607339,0,0.01,0.5,0.0
GN,noniid,balanced,6.0,0.1005,2.836883234072335,0.8345333837866784,0,0.01,0.5,0.0
GN,noniid,balanced,7.0,0.1046,2.838587398770489,0.8338076442778111,0,0.01,0.5,0.0
GN,noniid,balanced,8.0,0.1027,2.872956043557276,0.8396117421090603,0,0.01,0.5,0.0
GN,noniid,balanced,9.0,0.11,2.9783325829083407,0.8201529472470284,0,0.01,0.5,0.0
GN,noniid,balanced,10.0,0.1165,2.924392663979832,0.7861537520885469,0,0.01,0.5,0.0
GN,noniid,balanced,11.0,0.1268,2.911113684690452,0.7984004333615303,0,0.01,0.5,0.0
GN,noniid,balanced,12.0,0.1329,2.8767347064199327,0.8004665752053259,0,0.01,0.5,0.0
GN,noniid,balanced,13.0,0.1244,2.9459331941001023,0.7789439183175564,0,0.01,0.5,0.0
GN,noniid,balanced,14.0,0.1322,2.9192849925801725,0.7716321927756071,0,0.01,0.5,0.0
GN,noniid,balanced,15.0,0.1349,2.853272410887706,0.7803927574753761,0,0.01,0.5,0.0
GN,noniid,balanced,16.0,0.1266,2.9824081915843337,0.752189606308937,0,0.01,0.5,0.0
GN,noniid,balanced,17.0,0.1378,2.853898914554451,0.74849938942492,0,0.01,0.5,0.0
GN,noniid,balanced,18.0,0.1322,2.950722015356716,0.750720098912716,0,0.01,0.5,0.0
GN,noniid,balanced,19.0,0.139,2.8688210354575627,0.7384099819660188,0,0.01,0.5,0.0
GN,noniid,balanced,20.0,0.1334,2.879680509808697,0.7258360064327717,0,0.01,0.5,0.0
GN,noniid,balanced,21.0,0.137,2.912000837205332,0.7156421967446803,0,0.01,0.5,0.0
GN,noniid,balanced,22.0,0.1463,2.820099785358091,0.7180812882483005,0,0.01,0.5,0.0
GN,noniid,balanced,23.0,0.1436,2.863247841219359,0.6948916256725788,0,0.01,0.5,0.0
GN,noniid,balanced,24.0,0.1445,2.83390932143489,0.6900678314864634,0,0.01,0.5,0.0
GN,noniid,balanced,25.0,0.1477,2.8334230048747004,0.6950248922556639,0,0.01,0.5,0.0
GN,noniid,balanced,26.0,0.148,2.7807168839853023,0.6875887973755598,0,0.01,0.5,0.0
GN,noniid,balanced,27.0,0.1455,2.8085957931566843,0.6954590180218221,0,0.01,0.5,0.0
GN,noniid,balanced,28.0,0.1525,2.764355064947394,0.7038531137183309,0,0.01,0.5,0.0
GN,noniid,balanced,29.0,0.1498,2.822468072553224,0.6979238698482512,0,0.01,0.5,0.0
GN,noniid,balanced,30.0,0.1484,2.80717592299739,0.6749824858009815,0,0.01,0.5,0.0
GN,noniid,balanced,31.0,0.1474,2.82669444325604,0.6939450259283185,0,0.01,0.5,0.0
GN,noniid,balanced,32.0,0.1469,2.831742205197298,0.6759784152954816,0,0.01,0.5,0.0
GN,noniid,balanced,33.0,0.1611,2.764353809477408,0.6583808579295873,0,0.01,0.5,0.0
GN,noniid,balanced,34.0,0.1633,2.7645288630376887,0.6465725131481886,0,0.01,0.5,0.0
GN,noniid,balanced,35.0,0.1568,2.839972161039521,0.6561031955480577,0,0.01,0.5,0.0
GN,noniid,balanced,36.0,0.1669,2.783591901199727,0.6498636282980442,0,0.01,0.5,0.0
GN,noniid,balanced,37.0,0.1771,2.6920427853548072,0.6475673921853304,0,0.01,0.5,0.0
GN,noniid,balanced,38.0,0.1708,2.7061789760106727,0.6390532060712577,0,0.01,0.5,0.0
GN,noniid,balanced,39.0,0.1768,2.693547891665109,0.648444135516882,0,0.01,0.5,0.0
GN,noniid,balanced,40.0,0.1789,2.6683745625652846,0.6481429919376969,0,0.01,0.5,0.0
GN,noniid,balanced,41.0,0.1683,2.7559521892402747,0.634407899133861,0,0.01,0.5,0.0
GN,noniid,balanced,42.0,0.1835,2.6768689759169955,0.625458213172853,0,0.01,0.5,0.0
GN,noniid,balanced,43.0,0.172,2.76185062565381,0.6287942274585365,0,0.01,0.5,0.0
GN,noniid,balanced,44.0,0.1743,2.748643084417416,0.6251014429181815,0,0.01,0.5,0.0
GN,noniid,balanced,45.0,0.1735,2.811726983589462,0.6029903042614461,0,0.01,0.5,0.0
GN,noniid,balanced,46.0,0.1862,2.696837606309336,0.6091353440880776,0,0.01,0.5,0.0
GN,noniid,balanced,47.0,0.1801,2.7665109724938115,0.6258442895300685,0,0.01,0.5,0.0
GN,noniid,balanced,48.0,0.181,2.764874244038063,0.6014883876815438,0,0.01,0.5,0.0
GN,noniid,balanced,49.0,0.1864,2.712233304977417,0.6067316303029656,0,0.01,0.5,0.0
GN,noniid,balanced,50.0,0.1888,2.701938233798064,0.6124848664477467,0,0.01,0.5,0.0
GN,noniid,unbalanced,1.0,0.1,4.710981625544874,1.0663017715613048,0,0.01,0.5,0.0
GN,noniid,unbalanced,2.0,0.1,3.3943432644952702,0.94875690039502,0,0.01,0.5,0.0
GN,noniid,unbalanced,3.0,0.1083,2.58333554147165,0.6046247319701288,0,0.01,0.5,0.0
GN,noniid,unbalanced,4.0,0.1,2.676834791521483,0.5698078802982441,0,0.01,0.5,0.0
GN,noniid,unbalanced,5.0,0.102,2.6574903107896635,0.5607030877238091,0,0.01,0.5,0.0
GN,noniid,unbalanced,6.0,0.1,2.694918623453454,0.5533117551089285,0,0.01,0.5,0.0
GN,noniid,unbalanced,7.0,0.1126,2.6839747609971445,0.5400251507842428,0,0.01,0.5,0.0
GN,noniid,unbalanced,8.0,0.1269,2.6710789324362065,0.5208517292736651,0,0.01,0.5,0.0
GN,noniid,unbalanced,9.0,0.1429,2.651921088182473,0.5360017117296519,0,0.01,0.5,0.0
GN,noniid,unbalanced,10.0,0.1618,2.6294206154497366,0.5054410217200542,0,0.01,0.5,0.0
GN,noniid,unbalanced,11.0,0.1687,2.6460761963566646,0.5085513334508627,0,0.01,0.5,0.0
GN,noniid,unbalanced,12.0,0.181,2.5952007830897466,0.5014112634850025,0,0.01,0.5,0.0
GN,noniid,unbalanced,13.0,0.1829,2.608155697206908,0.5010117918134492,0,0.01,0.5,0.0
GN,noniid,unbalanced,14.0,0.1855,2.604849887799613,0.4915690012754737,0,0.01,0.5,0.0
GN,noniid,unbalanced,15.0,0.1858,2.6232353343239314,0.4967728392545396,0,0.01,0.5,0.0
GN,noniid,unbalanced,16.0,0.1986,2.588449378556843,0.4880488995362879,0,0.01,0.5,0.0
GN,noniid,unbalanced,17.0,0.1916,2.595742636089084,0.4815326206282868,0,0.01,0.5,0.0
GN,noniid,unbalanced,18.0,0.1969,2.5618475600133968,0.4859884598745363,0,0.01,0.5,0.0
GN,noniid,unbalanced,19.0,0.1918,2.5700333872927894,0.4725817798901843,0,0.01,0.5,0.0
GN,noniid,unbalanced,20.0,0.2006,2.537582901459706,0.4718769076331785,0,0.01,0.5,0.0
GN,noniid,unbalanced,21.0,0.2073,2.539412661443783,0.4693195313380832,0,0.01,0.5,0.0
GN,noniid,unbalanced,22.0,0.2017,2.568135255499731,0.4640799882575132,0,0.01,0.5,0.0
GN,noniid,unbalanced,23.0,0.2144,2.5096413545970675,0.4721823880216592,0,0.01,0.5,0.0
GN,noniid,unbalanced,24.0,0.2102,2.533042298087591,0.4736444736377355,0,0.01,0.5,0.0
GN,noniid,unbalanced,25.0,0.2068,2.5425578763213337,0.4656461757618769,0,0.01,0.5,0.0
GN,noniid,unbalanced,26.0,0.217,2.5024020038073576,0.4616108264150195,0,0.01,0.5,0.0
GN,noniid,unbalanced,27.0,0.2262,2.477543601506873,0.4499500350134622,0,0.01,0.5,0.0
GN,noniid,unbalanced,28.0,0.2202,2.5146552188486995,0.454262424209194,0,0.01,0.5,0.0
GN,noniid,unbalanced,29.0,0.2257,2.4959799820863746,0.4436003224060987,0,0.01,0.5,0.0
GN,noniid,unbalanced,30.0,0.2331,2.4549167608912987,0.4498949290022573,0,0.01,0.5,0.0
GN,noniid,unbalanced,31.0,0.2259,2.470219832432421,0.446102910714777,0,0.01,0.5,0.0
GN,noniid,unbalanced,32.0,0.2321,2.422220540952079,0.4363054259131896,0,0.01,0.5,0.0
GN,noniid,unbalanced,33.0,0.2219,2.4822099842602694,0.4373567326235935,0,0.01,0.5,0.0
GN,noniid,unbalanced,34.0,0.2312,2.45892139326168,0.4334747621517114,0,0.01,0.5,0.0
GN,noniid,unbalanced,35.0,0.2351,2.4356244364871253,0.4472056264055039,0,0.01,0.5,0.0
GN,noniid,unbalanced,36.0,0.2321,2.441518013990378,0.4297449190561213,0,0.01,0.5,0.0
GN,noniid,unbalanced,37.0,0.2354,2.452422181262245,0.4293181196856022,0,0.01,0.5,0.0
GN,noniid,unbalanced,38.0,0.2281,2.4628644140460825,0.4332813366646199,0,0.01,0.5,0.0
GN,noniid,unbalanced,39.0,0.2349,2.4393342808832097,0.4360622369217841,0,0.01,0.5,0.0
GN,noniid,unbalanced,40.0,0.2332,2.4694553900368605,0.4262327047101523,0,0.01,0.5,0.0
GN,noniid,unbalanced,41.0,0.2349,2.420351680321029,0.4387074550397785,0,0.01,0.5,0.0
GN,noniid,unbalanced,42.0,0.2346,2.445011910003952,0.4246815391423443,0,0.01,0.5,0.0
GN,noniid,unbalanced,43.0,0.2339,2.4354067044922068,0.4247225314712122,0,0.01,0.5,0.0
GN,noniid,unbalanced,44.0,0.243,2.414241594604299,0.4276056738191983,0,0.01,0.5,0.0
GN,noniid,unbalanced,45.0,0.2297,2.459163360957858,0.4197017283579383,0,0.01,0.5,0.0
GN,noniid,unbalanced,46.0,0.2392,2.404654273503944,0.4240486226548964,0,0.01,0.5,0.0
GN,noniid,unbalanced,47.0,0.2363,2.432458424869972,0.4169329657565492,0,0.01,0.5,0.0
GN,noniid,unbalanced,48.0,0.2371,2.4376050173481807,0.4142208268001268,0,0.01,0.5,0.0
GN,noniid,unbalanced,49.0,0.2387,2.4239385414727126,0.4177012518928968,0,0.01,0.5,0.0
GN,noniid,unbalanced,50.0,0.2395,2.4090838613389414,0.4196956924003898,0,0.01,0.5,0.0
GN,iid,balanced,1.0,0.1,2.435017718544489,5.844663374185562,0,0.01,0.5,0.0
GN,iid,balanced,2.0,0.1512,2.298497308658648,2.6305574233531948,0,0.01,0.5,0.0
GN,iid,balanced,3.0,0.1486,2.2760957947260216,2.4392242872715,0,0.01,0.5,0.0
GN,iid,balanced,4.0,0.1424,2.27336836766593,2.393107300043106,0,0.01,0.5,0.0
GN,iid,balanced,5.0,0.1664,2.2484489875503733,2.3767686455249786,0,0.01,0.5,0.0
GN,iid,balanced,6.0,0.1676,2.234835588479344,2.3387524843215943,0,0.01,0.5,0.0
GN,iid,balanced,7.0,0.1689,2.210193443901931,2.316857160806656,0,0.01,0.5,0.0
GN,iid,balanced,8.0,0.2064,2.165275214593622,2.283878432035446,0,0.01,0.5,0.0
GN,iid,balanced,9.0,0.1845,2.1464039962502977,2.2532051651477816,0,0.01,0.5,0.0
GN,iid,balanced,10.0,0.2044,2.1427130457721177,2.2296791872978208,0,0.01,0.5,0.0
GN,iid,balanced,11.0,0.2259,2.041354858422581,2.1889147481918334,0,0.01,0.5,0.0
GN,iid,balanced,12.0,0.2262,2.027473529682884,2.154034866809845,0,0.01,0.5,0.0
GN,iid,balanced,13.0,0.2325,2.0217673205122164,2.1361799008846285,0,0.01,0.5,0.0
GN,iid,balanced,14.0,0.2263,2.01417827757099,2.135049232959747,0,0.01,0.5,0.0
GN,iid,balanced,15.0,0.2502,1.9908693696879127,2.110073547363281,0,0.01,0.5,0.0
GN,iid,balanced,16.0,0.2504,2.0050096044057533,2.104564702272415,0,0.01,0.5,0.0
GN,iid,balanced,17.0,0.2476,1.9767472834526736,2.094577552318573,0,0.01,0.5,0.0
GN,iid,balanced,18.0,0.262,1.9708526828621007,2.089204955339432,0,0.01,0.5,0.0
GN,iid,balanced,19.0,0.2777,1.9553923033460785,2.0639473140239715,0,0.01,0.5,0.0
