round,accuracy,loss,norm,scenario,hp
6,0.23830000000000004,2.0507919522126516,GN,feddyn iid balanced,cnn tuned
6,0.1002,2.735546358426412,GN,feddyn noniid balanced,cnn tuned
6,0.11193333333333333,2.8301968566576643,GN,feddyn noniid unbalanced,cnn tuned
7,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
7,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
7,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
7,0.26286666666666664,1.9727238142490389,GN,feddyn iid balanced,cnn tuned
7,0.10416666666666667,2.775309774080912,GN,feddyn noniid balanced,cnn tuned
7,0.10446666666666667,2.843537971178691,GN,feddyn noniid unbalanced,cnn tuned
8,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
8,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
8,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
8,0.27899999999999997,1.9218481409549713,GN,feddyn iid balanced,cnn tuned
8,0.10000000000000002,2.4605135162671408,GN,feddyn noniid balanced,cnn tuned
8,0.10000000000000002,3.615548366705577,GN,feddyn noniid unbalanced,cnn tuned
9,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
9,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
9,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
9,0.2887,1.9095866044362386,GN,feddyn iid balanced,cnn tuned
9,0.10846666666666667,2.713888073762258,GN,feddyn noniid balanced,cnn tuned
9,0.10000000000000002,3.2612925044695538,GN,feddyn noniid unbalanced,cnn tuned
10,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
10,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
10,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
10,0.29296666666666665,1.8998124770323435,GN,feddyn iid balanced,cnn tuned
10,0.12020000000000002,2.6813454167048136,GN,feddyn noniid balanced,cnn tuned
10,0.10713333333333334,2.9212506755193073,GN,feddyn noniid unbalanced,cnn tuned
11,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
11,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
11,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
11,0.31583333333333335,1.8481211177508035,GN,feddyn iid balanced,cnn tuned
11,0.11266666666666668,2.5641062839825945,GN,feddyn noniid balanced,cnn tuned
11,0.10000000000000002,3.342675669987996,GN,feddyn noniid unbalanced,cnn tuned
12,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
12,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
12,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
12,0.31560000000000005,1.837338266372681,GN,feddyn iid balanced,cnn tuned
12,0.11210000000000002,2.6556809012095135,GN,feddyn noniid balanced,cnn tuned
12,0.10000000000000002,3.407685253620148,GN,feddyn noniid unbalanced,cnn tuned
13,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
13,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
13,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
13,0.3289333333333333,1.8116485444704689,GN,feddyn iid balanced,cnn tuned
13,0.10026666666666667,2.727625826994578,GN,feddyn noniid balanced,cnn tuned
13,0.10000000000000002,3.111479052702586,GN,feddyn noniid unbalanced,cnn tuned
14,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
14,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
14,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
14,0.34253333333333336,1.7747839017709097,GN,feddyn iid balanced,cnn tuned
14,0.10446666666666667,2.6510227044423424,GN,feddyn noniid balanced,cnn tuned
14,0.10000000000000002,2.6881477944056194,GN,feddyn noniid unbalanced,cnn tuned
15,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
15,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
15,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
15,0.3570333333333333,1.7523080337047576,GN,feddyn iid balanced,cnn tuned
15,0.12513333333333335,2.4997626646359765,GN,feddyn noniid balanced,cnn tuned
15,0.10226666666666667,2.7386858741442364,GN,feddyn noniid unbalanced,cnn tuned
16,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
16,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
16,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
16,0.3632666666666667,1.7453619031111398,GN,feddyn iid balanced,cnn tuned
16,0.10000000000000002,2.693999163309733,GN,feddyn noniid balanced,cnn tuned
16,0.10000000000000002,2.936834272543589,GN,feddyn noniid unbalanced,cnn tuned
17,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
17,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
17,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
17,0.36706666666666665,1.7364819939931235,GN,feddyn iid balanced,cnn tuned
17,0.12773333333333334,2.519648183186849,GN,feddyn noniid balanced,cnn tuned
17,0.10363333333333334,2.5526870703697204,GN,feddyn noniid unbalanced,cnn tuned
18,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
18,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
18,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
18,0.37283333333333335,1.7405945869286856,GN,feddyn iid balanced,cnn tuned
18,0.14073333333333335,2.6294007762273153,GN,feddyn noniid balanced,cnn tuned
18,0.10000000000000002,2.795784868399302,GN,feddyn noniid unbalanced,cnn tuned
19,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
19,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
19,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
19,0.3864666666666667,1.674748539129893,GN,feddyn iid balanced,cnn tuned
19,0.11076666666666668,2.4345623493194584,GN,feddyn noniid balanced,cnn tuned
19,0.10643333333333334,2.570482517083486,GN,feddyn noniid unbalanced,cnn tuned
20,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
20,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
20,0.10126666666666667,2.384977593421936,BN,feddyn noniid unbalanced,cnn tuned
20,0.4008666666666667,1.6458255191644033,GN,feddyn iid balanced,cnn tuned
20,0.11653333333333334,2.6295401358604433,GN,feddyn noniid balanced,cnn tuned
20,0.10000000000000002,3.130520985921224,GN,feddyn noniid unbalanced,cnn tuned
21,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
21,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
21,0.10000000000000002,2.508185051679611,BN,feddyn noniid unbalanced,cnn tuned
21,0.40546666666666664,1.6363727541764577,GN,feddyn iid balanced,cnn tuned
21,0.11699999999999999,2.5328259142239884,GN,feddyn noniid balanced,cnn tuned
21,0.1042,3.193505682945252,GN,feddyn noniid unbalanced,cnn tuned
22,0.13483333333333333,10.045370030403138,BN,feddyn iid balanced,cnn tuned
22,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
22,0.0943,2.7296787261962887,BN,feddyn noniid unbalanced,cnn tuned
22,0.4100333333333333,1.6192593888441722,GN,feddyn iid balanced,cnn tuned
22,0.11876666666666667,2.3859209672609967,GN,feddyn noniid balanced,cnn tuned
22,0.1083,2.824484264850616,GN,feddyn noniid unbalanced,cnn tuned
23,0.16440000000000002,5.423183903694153,BN,feddyn iid balanced,cnn tuned
23,0.10136666666666667,3.718107316493988,BN,feddyn noniid balanced,cnn tuned
23,0.10000000000000002,3.0098760819435117,BN,feddyn noniid unbalanced,cnn tuned
23,0.4184666666666667,1.596617814699809,GN,feddyn iid balanced,cnn tuned
23,0.1573,2.310374564329783,GN,feddyn noniid balanced,cnn tuned
23,0.10003333333333335,2.925081416765849,GN,feddyn noniid unbalanced,cnn tuned
24,0.17656666666666668,8.376602697372437,BN,feddyn iid balanced,cnn tuned
24,0.10000000000000002,2.609636707305908,BN,feddyn noniid balanced,cnn tuned
24,0.11553333333333334,2.785366247495016,BN,feddyn noniid unbalanced,cnn tuned
24,0.42616666666666664,1.5772926958401996,GN,feddyn iid balanced,cnn tuned
24,0.13646666666666665,2.3845707408587136,GN,feddyn noniid balanced,cnn tuned
24,0.1304,2.511497104962667,GN,feddyn noniid unbalanced,cnn tuned
25,0.1507666666666667,8.93252543926239,BN,feddyn iid balanced,cnn tuned
25,0.09986666666666666,3.149790977636973,BN,feddyn noniid balanced,cnn tuned
25,0.09973333333333334,2.6241839416821797,BN,feddyn noniid unbalanced,cnn tuned
25,0.4354,1.5675296318531036,GN,feddyn iid balanced,cnn tuned
25,0.1374,2.429462557633718,GN,feddyn noniid balanced,cnn tuned
25,0.10306666666666668,2.6044143390655514,GN,feddyn noniid unbalanced,cnn tuned
26,0.1613,7.783143243789673,BN,feddyn iid balanced,cnn tuned
26,0.1008,2.520374578634898,BN,feddyn noniid balanced,cnn tuned
26,0.09953333333333335,2.5612392703692115,BN,feddyn noniid unbalanced,cnn tuned
26,0.4368,1.555481925010681,GN,feddyn iid balanced,cnn tuned
26,0.15416666666666667,2.283237585226695,GN,feddyn noniid balanced,cnn tuned
26,0.12593333333333334,2.5941579778989152,GN,feddyn noniid unbalanced,cnn tuned
27,0.1555,6.849410367012024,BN,feddyn iid balanced,cnn tuned
27,0.11643333333333333,2.767654392719269,BN,feddyn noniid balanced,cnn tuned
27,0.10000000000000002,2.8795745833714803,BN,feddyn noniid unbalanced,cnn tuned
27,0.4512333333333333,1.5119576235612235,GN,feddyn iid balanced,cnn tuned
27,0.147,2.419126640955607,GN,feddyn noniid balanced,cnn tuned
27,0.10000000000000002,3.5047923795382183,GN,feddyn noniid unbalanced,cnn tuned
28,0.16126666666666667,6.086614179611206,BN,feddyn iid balanced,cnn tuned
28,0.09926666666666666,2.6553234211603804,BN,feddyn noniid balanced,cnn tuned
28,0.10973333333333335,2.7488717158635456,BN,feddyn noniid unbalanced,cnn tuned
28,0.45249999999999996,1.5106683158874512,GN,feddyn iid balanced,cnn tuned
28,0.16016666666666665,2.3198731867472335,GN,feddyn noniid balanced,cnn tuned
28,0.10506666666666668,2.789605756600698,GN,feddyn noniid unbalanced,cnn tuned
29,0.13433333333333333,9.860505685806274,BN,feddyn iid balanced,cnn tuned
29,0.10256666666666665,2.861655121644338,BN,feddyn noniid balanced,cnn tuned
29,0.10063333333333334,3.031674300432205,BN,feddyn noniid unbalanced,cnn tuned
29,0.4560333333333333,1.5016554657618206,GN,feddyn iid balanced,cnn tuned
29,0.14983333333333335,2.4889266419410707,GN,feddyn noniid balanced,cnn tuned
29,0.10633333333333334,3.3271735533078513,GN,feddyn noniid unbalanced,cnn tuned
30,0.1734,9.074586353302001,BN,feddyn iid balanced,cnn tuned
30,0.10576666666666668,2.829985172748566,BN,feddyn noniid balanced,cnn tuned
30,0.09806666666666668,2.6190584643681842,BN,feddyn noniid unbalanced,cnn tuned
30,0.45883333333333337,1.498838854233424,GN,feddyn iid balanced,cnn tuned
30,0.16166666666666665,2.327649619579315,GN,feddyn noniid balanced,cnn tuned
30,0.12756666666666666,2.586684474945068,GN,feddyn noniid unbalanced,cnn tuned
31,0.11616666666666668,16.3630242729187,BN,feddyn iid balanced,cnn tuned
31,0.10010000000000001,2.7305644480387365,BN,feddyn noniid balanced,cnn tuned
31,0.09993333333333333,3.138412481943766,BN,feddyn noniid unbalanced,cnn tuned
31,0.46943333333333337,1.4771599332491556,GN,feddyn iid balanced,cnn tuned
31,0.16226666666666667,2.2731674003601072,GN,feddyn noniid balanced,cnn tuned
31,0.1002,3.537443311214447,GN,feddyn noniid unbalanced,cnn tuned
32,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
32,0.1009,2.7370939874649047,BN,feddyn noniid balanced,cnn tuned
32,0.10463333333333334,2.628721063931783,BN,feddyn noniid unbalanced,cnn tuned
32,0.47576666666666667,1.4523844901720684,GN,feddyn iid balanced,cnn tuned
32,0.1701,2.402940403620402,GN,feddyn noniid balanced,cnn tuned
32,0.14426666666666665,2.41087917248408,GN,feddyn noniid unbalanced,cnn tuned
33,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
33,0.11723333333333334,2.655958019097646,BN,feddyn noniid balanced,cnn tuned
33,0.10113333333333334,2.6094606431325276,BN,feddyn noniid unbalanced,cnn tuned
33,0.47836666666666666,1.4380655296643576,GN,feddyn iid balanced,cnn tuned
33,0.17076666666666665,2.293507423798243,GN,feddyn noniid balanced,cnn tuned
33,0.1047,2.773909565607706,GN,feddyn noniid unbalanced,cnn tuned
34,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
34,0.10003333333333335,3.1902290646235145,BN,feddyn noniid balanced,cnn tuned
34,0.0998,2.802494337558746,BN,feddyn noniid unbalanced,cnn tuned
34,0.4840333333333333,1.4364864222208658,GN,feddyn iid balanced,cnn tuned
34,0.15173333333333333,2.4567868550618486,GN,feddyn noniid balanced,cnn tuned
34,0.11176666666666668,2.8685377963383996,GN,feddyn noniid unbalanced,cnn tuned
35,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
35,0.09983333333333333,2.9870912067095436,BN,feddyn noniid balanced,cnn tuned
35,0.10000000000000002,2.860619111061096,BN,feddyn noniid unbalanced,cnn tuned
35,0.4868333333333334,1.4173663536707561,GN,feddyn iid balanced,cnn tuned
35,0.16076666666666667,2.3443959752718606,GN,feddyn noniid balanced,cnn tuned
35,0.12046666666666665,3.0182134358088177,GN,feddyn noniid unbalanced,cnn tuned
36,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
36,0.11776666666666667,3.110345720450083,BN,feddyn noniid balanced,cnn tuned
36,0.10406666666666668,2.91733366171519,BN,feddyn noniid unbalanced,cnn tuned
36,0.48796666666666666,1.425408922433853,GN,feddyn iid balanced,cnn tuned
36,0.16193333333333335,2.3951416595776878,GN,feddyn noniid balanced,cnn tuned
36,0.1269,3.065307178497314,GN,feddyn noniid unbalanced,cnn tuned
37,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
37,0.11253333333333333,2.6866320649782818,BN,feddyn noniid balanced,cnn tuned
37,0.10010000000000001,2.7777791746457416,BN,feddyn noniid unbalanced,cnn tuned
37,0.4947,1.392477455933889,GN,feddyn iid balanced,cnn tuned
37,0.1604,2.275559319257736,GN,feddyn noniid balanced,cnn tuned
37,0.12963333333333335,2.634731733004252,GN,feddyn noniid unbalanced,cnn tuned
38,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
38,0.11583333333333333,2.8675514960289004,BN,feddyn noniid balanced,cnn tuned
38,0.10000000000000002,3.062941559155782,BN,feddyn noniid unbalanced,cnn tuned
38,0.5002666666666666,1.389898397922516,GN,feddyn iid balanced,cnn tuned
38,0.15863333333333332,2.34294405857722,GN,feddyn noniid balanced,cnn tuned
38,0.14913333333333334,2.551968568960826,GN,feddyn noniid unbalanced,cnn tuned
39,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
39,0.1029,2.8948700459798182,BN,feddyn noniid balanced,cnn tuned
39,0.10149999999999999,2.71323459148407,BN,feddyn noniid unbalanced,cnn tuned
39,0.5004666666666667,1.385299608707428,GN,feddyn iid balanced,cnn tuned
39,0.1792,2.230764121611913,GN,feddyn noniid balanced,cnn tuned
39,0.13556666666666667,3.064895950158437,GN,feddyn noniid unbalanced,cnn tuned
40,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
40,0.12006666666666667,3.0776894060770665,BN,feddyn noniid balanced,cnn tuned
40,0.10000000000000002,3.0257941253980003,BN,feddyn noniid unbalanced,cnn tuned
40,0.5094666666666666,1.3651642525196077,GN,feddyn iid balanced,cnn tuned
40,0.17516666666666666,2.4685774083932244,GN,feddyn noniid balanced,cnn tuned
40,0.13783333333333334,3.316218479474385,GN,feddyn noniid unbalanced,cnn tuned
41,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
41,0.10543333333333334,3.2772966845830283,BN,feddyn noniid balanced,cnn tuned
41,0.10273333333333334,2.8522864969571433,BN,feddyn noniid unbalanced,cnn tuned
41,0.5155,1.3464497915903728,GN,feddyn iid balanced,cnn tuned
41,0.17689999999999997,2.4183716054757434,GN,feddyn noniid balanced,cnn tuned
41,0.12403333333333333,2.6338146789868673,GN,feddyn noniid unbalanced,cnn tuned
42,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
42,0.1035,3.0229304091135663,BN,feddyn noniid balanced,cnn tuned
42,0.10076666666666667,2.7498131497701013,BN,feddyn noniid unbalanced,cnn tuned
42,0.5169333333333332,1.3435633166631062,GN,feddyn iid balanced,cnn tuned
42,0.17723333333333335,2.3337884795665738,GN,feddyn noniid balanced,cnn tuned
42,0.12596666666666667,2.900756537914276,GN,feddyn noniid unbalanced,cnn tuned
43,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
43,0.10446666666666667,3.453526514371236,BN,feddyn noniid balanced,cnn tuned
43,0.09996666666666666,2.8153948704401652,BN,feddyn noniid unbalanced,cnn tuned
43,0.5193333333333334,1.3418373703956605,GN,feddyn iid balanced,cnn tuned
43,0.16343333333333332,2.4857206972440085,GN,feddyn noniid balanced,cnn tuned
43,0.1255666666666667,2.59481162071228,GN,feddyn noniid unbalanced,cnn tuned
44,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
44,0.1252,3.215501456260681,BN,feddyn noniid balanced,cnn tuned
44,0.10006666666666668,2.960075817902883,BN,feddyn noniid unbalanced,cnn tuned
44,0.5257333333333333,1.329991303284963,GN,feddyn iid balanced,cnn tuned
44,0.16956666666666667,2.430534970760346,GN,feddyn noniid balanced,cnn tuned
44,0.1355,2.9439701286951703,GN,feddyn noniid unbalanced,cnn tuned
45,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
45,0.1257,3.216701505978902,BN,feddyn noniid balanced,cnn tuned
45,0.10060000000000001,2.8215552234649657,BN,feddyn noniid unbalanced,cnn tuned
45,0.5304333333333333,1.3180628859996795,GN,feddyn iid balanced,cnn tuned
45,0.18223333333333333,2.4017550269762675,GN,feddyn noniid balanced,cnn tuned
45,0.12293333333333334,2.823968880971273,GN,feddyn noniid unbalanced,cnn tuned
46,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
46,0.13073333333333334,2.885933177471161,BN,feddyn noniid balanced,cnn tuned
46,0.10133333333333333,2.819166529973348,BN,feddyn noniid unbalanced,cnn tuned
46,0.5310666666666667,1.305434062083562,GN,feddyn iid balanced,cnn tuned
46,0.17506666666666668,2.299380226532618,GN,feddyn noniid balanced,cnn tuned
46,0.12443333333333333,2.773371013005575,GN,feddyn noniid unbalanced,cnn tuned
47,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
47,0.1381,3.0699848031997683,BN,feddyn noniid balanced,cnn tuned
47,0.10006666666666668,2.7276125796635946,BN,feddyn noniid unbalanced,cnn tuned
47,0.5354333333333333,1.2981137192249297,GN,feddyn iid balanced,cnn tuned
47,0.16483333333333333,2.2477893133958182,GN,feddyn noniid balanced,cnn tuned
47,0.14726666666666666,2.5150841736793517,GN,feddyn noniid unbalanced,cnn tuned
48,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
48,0.10946666666666667,2.8430274812380474,BN,feddyn noniid balanced,cnn tuned
48,0.10010000000000001,2.781019460360209,BN,feddyn noniid unbalanced,cnn tuned
48,0.5344666666666668,1.3002891137202583,GN,feddyn iid balanced,cnn tuned
48,0.1874,2.1619114649295805,GN,feddyn noniid balanced,cnn tuned
48,0.14886666666666667,2.550038001537323,GN,feddyn noniid unbalanced,cnn tuned
49,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
49,0.10056666666666665,3.4827789918581646,BN,feddyn noniid balanced,cnn tuned
49,0.10733333333333334,2.7445549416542057,BN,feddyn noniid unbalanced,cnn tuned
49,0.5341333333333332,1.301452103058497,GN,feddyn iid balanced,cnn tuned
49,0.1738666666666667,2.2662987999121347,GN,feddyn noniid balanced,cnn tuned
49,0.17126666666666668,2.502230954170227,GN,feddyn noniid unbalanced,cnn tuned
50,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
50,0.10010000000000001,3.311916012763977,BN,feddyn noniid balanced,cnn tuned
50,0.09663333333333335,2.5779906574885048,BN,feddyn noniid unbalanced,cnn tuned
50,0.5357,1.2999288982152937,GN,feddyn iid balanced,cnn tuned
50,0.1786,2.2774050863583883,GN,feddyn noniid balanced,cnn tuned
50,0.14896666666666666,2.7587095268567405,GN,feddyn noniid unbalanced,cnn tuned
