round,accuracy,loss,norm,scenario,hp
36.0,0.8993666666666668,0.4209421533594529,BN,centralized, nan
36.0,0.8489666666666666,0.4656196325520674,GN,centralized, nan
37.0,0.9001333333333333,0.4242794663210709,BN,centralized, nan
37.0,0.8489000000000001,0.4659810745219389,GN,centralized, nan
38.0,0.8991000000000001,0.4266097296774386,BN,centralized, nan
38.0,0.8532666666666667,0.4508414162695407,GN,centralized, nan
39.0,0.8981666666666666,0.4379794961462417,BN,centralized, nan
39.0,0.8530000000000001,0.4520083480079968,GN,centralized, nan
40.0,0.8987000000000002,0.4368278591583172,BN,centralized, nan
40.0,0.8499333333333333,0.461950571288665,GN,centralized, nan
41.0,0.9005000000000001,0.4305780317882696,BN,centralized, nan
41.0,0.8586,0.4376487095654011,GN,centralized, nan
42.0,0.8999333333333334,0.4331688060363133,BN,centralized, nan
42.0,0.8566666666666668,0.4423487376173337,GN,centralized, nan
43.0,0.9003666666666668,0.4336731127649545,BN,centralized, nan
43.0,0.8583,0.4401128130157788,GN,centralized, nan
44.0,0.9008,0.4330055843790372,BN,centralized, nan
44.0,0.8592333333333334,0.4386163046459357,GN,centralized, nan
45.0,0.9012,0.437916628892223,BN,centralized, nan
45.0,0.8566666666666668,0.4467473326126734,GN,centralized, nan
46.0,0.9008333333333332,0.437764298915863,BN,centralized, nan
46.0,0.8573333333333334,0.4430816430350144,GN,centralized, nan
47.0,0.9003333333333333,0.4387271689871946,BN,centralized, nan
47.0,0.8599666666666667,0.4396991462012132,GN,centralized, nan
48.0,0.9002666666666667,0.4407000548640887,BN,centralized, nan
48.0,0.8618333333333333,0.4351714593172073,GN,centralized, nan
49.0,0.9008,0.4375230148931344,BN,centralized, nan
49.0,0.8605333333333333,0.4411187563836574,GN,centralized, nan
50.0,0.9006,0.4394908031324545,BN,centralized, nan
50.0,0.8598666666666667,0.4415465436379115,GN,centralized, nan
1,0.1,2.43794716278712,BN,feddyn iid balanced,paper
1,0.1,2.762197247346242,BN,feddyn noniid balanced,paper
1,0.1,2.7863689454396563,BN,feddyn noniid unbalanced,paper
1,0.106,2.707300647989909,GN,feddyn iid balanced,paper
1,0.1002,3.202433483282725,GN,feddyn noniid balanced,paper
1,0.1,6.56907662630081,GN,feddyn noniid unbalanced,paper
2,0.1,,BN,feddyn iid balanced,paper
2,0.1,,BN,feddyn noniid balanced,paper
2,0.1,,BN,feddyn noniid unbalanced,paper
2,0.1007666666666666,2.348035968621572,GN,feddyn iid balanced,paper
2,0.1,3.422074863592784,GN,feddyn noniid balanced,paper
2,0.1,3.571524226665497,GN,feddyn noniid unbalanced,paper
3,0.1,,BN,feddyn iid balanced,paper
3,0.1,,BN,feddyn noniid balanced,paper
3,0.1,,BN,feddyn noniid unbalanced,paper
3,0.1077,2.30363101199468,GN,feddyn iid balanced,paper
3,0.1,2.7468715239842734,GN,feddyn noniid balanced,paper
3,0.1,3.013255139986674,GN,feddyn noniid unbalanced,paper
4,0.1,,BN,feddyn iid balanced,paper
4,0.1,,BN,feddyn noniid balanced,paper
4,0.1,,BN,feddyn noniid unbalanced,paper
4,0.1128666666666666,2.2977404839515683,GN,feddyn iid balanced,paper
4,0.1003333333333333,2.7721961577733354,GN,feddyn noniid balanced,paper
4,0.1,2.64377299785614,GN,feddyn noniid unbalanced,paper
5,0.1,,BN,feddyn iid balanced,paper
5,0.1,,BN,feddyn noniid balanced,paper
5,0.1,,BN,feddyn noniid unbalanced,paper
5,0.1079333333333333,2.2985390044212344,GN,feddyn iid balanced,paper
5,0.1007666666666666,2.6735681524594628,GN,feddyn noniid balanced,paper
5,0.0988333333333333,3.145024706522624,GN,feddyn noniid unbalanced,paper
6,0.1,,BN,feddyn iid balanced,paper
6,0.1,,BN,feddyn noniid balanced,paper
6,0.1,,BN,feddyn noniid unbalanced,paper
6,0.1086333333333333,2.2970272537231446,GN,feddyn iid balanced,paper
6,0.1,2.426646052487691,GN,feddyn noniid balanced,paper
6,0.1000333333333333,2.5048714868227644,GN,feddyn noniid unbalanced,paper
7,0.1,,BN,feddyn iid balanced,paper
7,0.1,,BN,feddyn noniid balanced,paper
7,0.1,,BN,feddyn noniid unbalanced,paper
7,0.1215333333333333,2.289705722840627,GN,feddyn iid balanced,paper
7,0.1007333333333333,2.4482967290878297,GN,feddyn noniid balanced,paper
7,0.0994333333333333,2.459276297092438,GN,feddyn noniid unbalanced,paper
8,0.1,,BN,feddyn iid balanced,paper
8,0.1,,BN,feddyn noniid balanced,paper
8,0.1,,BN,feddyn noniid unbalanced,paper
8,0.1257333333333333,2.283856887976329,GN,feddyn iid balanced,paper
8,0.1036333333333333,2.396830814170837,GN,feddyn noniid balanced,paper
8,0.1,3.084746774832408,GN,feddyn noniid unbalanced,paper
9,0.1,,BN,feddyn iid balanced,paper
9,0.1,,BN,feddyn noniid balanced,paper
9,0.1,,BN,feddyn noniid unbalanced,paper
9,0.1387333333333333,2.258024545065562,GN,feddyn iid balanced,paper
9,0.1004333333333333,2.531849992338816,GN,feddyn noniid balanced,paper
9,0.1000666666666666,2.850494269529978,GN,feddyn noniid unbalanced,paper
10,0.1,,BN,feddyn iid balanced,paper
10,0.1,,BN,feddyn noniid balanced,paper
10,0.1,,BN,feddyn noniid unbalanced,paper
10,0.1537,2.225542688401541,GN,feddyn iid balanced,paper
10,0.1,2.5768093290011085,GN,feddyn noniid balanced,paper
10,0.1,2.543024227619171,GN,feddyn noniid unbalanced,paper
11,0.1,,BN,feddyn iid balanced,paper
11,0.1,,BN,feddyn noniid balanced,paper
11,0.1,,BN,feddyn noniid unbalanced,paper
11,0.1779,2.193735132567088,GN,feddyn iid balanced,paper
11,0.1000333333333333,2.5412404071807866,GN,feddyn noniid balanced,paper
11,0.1,2.6649500918388367,GN,feddyn noniid unbalanced,paper
12,0.1,,BN,feddyn iid balanced,paper
12,0.1,,BN,feddyn noniid balanced,paper
12,0.1,,BN,feddyn noniid unbalanced,paper
12,0.1942,2.153538535022736,GN,feddyn iid balanced,paper
12,0.1003,2.560545938714345,GN,feddyn noniid balanced,paper
12,0.0996666666666666,2.8648817841211955,GN,feddyn noniid unbalanced,paper
13,0.1,,BN,feddyn iid balanced,paper
13,0.1,,BN,feddyn noniid balanced,paper
13,0.1,,BN,feddyn noniid unbalanced,paper
13,0.2093,2.1168161068439484,GN,feddyn iid balanced,paper
13,0.1,2.588241879240672,GN,feddyn noniid balanced,paper
13,0.1,2.770446928342184,GN,feddyn noniid unbalanced,paper
14,0.1,,BN,feddyn iid balanced,paper
14,0.1,,BN,feddyn noniid balanced,paper
14,0.1,,BN,feddyn noniid unbalanced,paper
14,0.2117666666666666,2.09501246008873,GN,feddyn iid balanced,paper
14,0.1001666666666666,2.571395028241476,GN,feddyn noniid balanced,paper
14,0.0997333333333333,2.578090988000234,GN,feddyn noniid unbalanced,paper
15,0.1,,BN,feddyn iid balanced,paper
15,0.1,,BN,feddyn noniid balanced,paper
15,0.1,,BN,feddyn noniid unbalanced,paper
15,0.2173666666666666,2.081508935658137,GN,feddyn iid balanced,paper
15,0.1016333333333333,2.4801510533014937,GN,feddyn noniid balanced,paper
15,0.1005333333333333,2.596367023785909,GN,feddyn noniid unbalanced,paper
16,0.1,,BN,feddyn iid balanced,paper
16,0.1,,BN,feddyn noniid balanced,paper
16,0.1,,BN,feddyn noniid unbalanced,paper
16,0.219,2.0608914463361105,GN,feddyn iid balanced,paper
16,0.1018,2.4963394905090333,GN,feddyn noniid balanced,paper
16,0.1,2.816274042924245,GN,feddyn noniid unbalanced,paper
17,0.1,,BN,feddyn iid balanced,paper
17,0.1,,BN,feddyn noniid balanced,paper
17,0.1,,BN,feddyn noniid unbalanced,paper
17,0.2379666666666666,2.0388261366049445,GN,feddyn iid balanced,paper
17,0.1044,2.4902902591705325,GN,feddyn noniid balanced,paper
17,0.1,2.5020617834726973,GN,feddyn noniid unbalanced,paper
18,0.1,,BN,feddyn iid balanced,paper
18,0.1,,BN,feddyn noniid balanced,paper
18,0.1,,BN,feddyn noniid unbalanced,paper
18,0.2502,2.018941958586375,GN,feddyn iid balanced,paper
18,0.1015666666666666,2.711470258776347,GN,feddyn noniid balanced,paper
18,0.1,2.7359232370058693,GN,feddyn noniid unbalanced,paper
19,0.1,,BN,feddyn iid balanced,paper
19,0.1,,BN,feddyn noniid balanced,paper
19,0.1,,BN,feddyn noniid unbalanced,paper
19,0.2537999999999999,2.001845589462916,GN,feddyn iid balanced,paper
19,0.1013,2.4636879777272545,GN,feddyn noniid balanced,paper
19,0.1,2.5418125263849896,GN,feddyn noniid unbalanced,paper
20,0.2411666666666666,1.3938367474079132,BN,feddyn iid balanced,paper
20,0.1,,BN,feddyn noniid balanced,paper
20,0.1,,BN,feddyn noniid unbalanced,paper
20,0.2638666666666667,1.9859630660216008,GN,feddyn iid balanced,paper
20,0.1092666666666666,2.602725398127238,GN,feddyn noniid balanced,paper
20,0.1,2.783793340524038,GN,feddyn noniid unbalanced,paper
21,0.2454333333333333,1.3738359487056733,BN,feddyn iid balanced,paper
21,0.1,,BN,feddyn noniid balanced,paper
21,0.1,,BN,feddyn noniid unbalanced,paper
21,0.2698666666666666,1.966840435266495,GN,feddyn iid balanced,paper
21,0.1014,2.5143352075258893,GN,feddyn noniid balanced,paper
21,0.1,2.808679796854655,GN,feddyn noniid unbalanced,paper
22,0.3843,1.3707790237665176,BN,feddyn iid balanced,paper
22,0.1,,BN,feddyn noniid balanced,paper
22,0.1,,BN,feddyn noniid unbalanced,paper
22,0.2743666666666666,1.9540699244181312,GN,feddyn iid balanced,paper
22,0.1,2.4567216157277425,GN,feddyn noniid balanced,paper
22,0.1037,2.619693036874136,GN,feddyn noniid unbalanced,paper
23,0.4126333333333334,1.2562869134545327,BN,feddyn iid balanced,paper
23,0.1,,BN,feddyn noniid balanced,paper
23,0.1,,BN,feddyn noniid unbalanced,paper
23,0.2800666666666666,1.9412196742693584,GN,feddyn iid balanced,paper
23,0.101,2.42167381811142,GN,feddyn noniid balanced,paper
23,0.1,2.749837940533956,GN,feddyn noniid unbalanced,paper
24,0.4237,1.252123780846596,BN,feddyn iid balanced,paper
24,0.1,,BN,feddyn noniid balanced,paper
24,0.1,,BN,feddyn noniid unbalanced,paper
24,0.2793666666666666,1.9335040075620016,GN,feddyn iid balanced,paper
24,0.1052333333333333,2.429295939540863,GN,feddyn noniid balanced,paper
24,0.0998666666666666,2.5701852893829344,GN,feddyn noniid unbalanced,paper
25,0.5991666666666666,1.209683863123258,BN,feddyn iid balanced,paper
25,0.1,,BN,feddyn noniid balanced,paper
25,0.1,,BN,feddyn noniid unbalanced,paper
25,0.2927,1.92137797943751,GN,feddyn iid balanced,paper
25,0.1055333333333333,2.5169684511502584,GN,feddyn noniid balanced,paper
25,0.0998,2.514157254695893,GN,feddyn noniid unbalanced,paper
26,0.6161666666666666,1.1720411884784698,BN,feddyn iid balanced,paper
26,0.1,,BN,feddyn noniid balanced,paper
26,0.1,,BN,feddyn noniid unbalanced,paper
26,0.293,1.9102298302173613,GN,feddyn iid balanced,paper
26,0.1099,2.4072081908543908,GN,feddyn noniid balanced,paper
26,0.1004666666666666,2.4946640634536745,GN,feddyn noniid unbalanced,paper
27,0.6136,1.2228920163710912,BN,feddyn iid balanced,paper
27,0.1,,BN,feddyn noniid balanced,paper
27,0.1,,BN,feddyn noniid unbalanced,paper
27,0.2965,1.8973902981917063,GN,feddyn iid balanced,paper
27,0.1024,2.481669312508901,GN,feddyn noniid balanced,paper
27,0.1,2.8079844077428184,GN,feddyn noniid unbalanced,paper
28,0.6305666666666667,1.1722766908009847,BN,feddyn iid balanced,paper
28,0.1,,BN,feddyn noniid balanced,paper
28,0.1,2.697088418006897,BN,feddyn noniid unbalanced,paper
28,0.2939666666666666,1.8991389342149096,GN,feddyn iid balanced,paper
28,0.1025333333333333,2.432693744564056,GN,feddyn noniid balanced,paper
28,0.1002333333333333,2.6033894157409665,GN,feddyn noniid unbalanced,paper
29,0.6416,1.1337512576580049,BN,feddyn iid balanced,paper
29,0.1,,BN,feddyn noniid balanced,paper
29,0.1,,BN,feddyn noniid unbalanced,paper
29,0.3019,1.8840018630027773,GN,feddyn iid balanced,paper
29,0.1061666666666666,2.52792973839442,GN,feddyn noniid balanced,paper
29,0.1,2.9280214015642803,GN,feddyn noniid unbalanced,paper
30,0.6576666666666667,1.0760825071732203,BN,feddyn iid balanced,paper
30,0.1,,BN,feddyn noniid balanced,paper
30,0.1,,BN,feddyn noniid unbalanced,paper
30,0.305,1.874737403122584,GN,feddyn iid balanced,paper
30,0.1144666666666666,2.4284794572512305,GN,feddyn noniid balanced,paper
30,0.1,2.67810640891393,GN,feddyn noniid unbalanced,paper
31,0.6619,1.083246547182401,BN,feddyn iid balanced,paper
31,0.1,2.5365091943740845,BN,feddyn noniid balanced,paper
31,0.1,,BN,feddyn noniid unbalanced,paper
31,0.3084333333333333,1.861838563903173,GN,feddyn iid balanced,paper
31,0.1026,2.3920914943377176,GN,feddyn noniid balanced,paper
31,0.1,2.950750487645467,GN,feddyn noniid unbalanced,paper
32,0.6676333333333334,1.0920474251111347,BN,feddyn iid balanced,paper
32,0.1002,3.254176986217499,BN,feddyn noniid balanced,paper
32,0.1,2.531501395702362,BN,feddyn noniid unbalanced,paper
32,0.3072666666666666,1.8694035328388208,GN,feddyn iid balanced,paper
32,0.1,2.530154493840536,GN,feddyn noniid balanced,paper
32,0.1,2.6299977111816406,GN,feddyn noniid unbalanced,paper
33,0.6823,1.0629191426436106,BN,feddyn iid balanced,paper
33,0.0979666666666666,2.6007272756099704,BN,feddyn noniid balanced,paper
33,0.1,2.570705943107605,BN,feddyn noniid unbalanced,paper
33,0.315,1.8520541384855904,GN,feddyn iid balanced,paper
33,0.1040666666666666,2.442161271349589,GN,feddyn noniid balanced,paper
33,0.1,2.558389195601145,GN,feddyn noniid unbalanced,paper
34,0.6735666666666668,1.12129592359066,BN,feddyn iid balanced,paper
34,0.1044666666666666,2.750535459518433,BN,feddyn noniid balanced,paper
34,0.1,,BN,feddyn noniid unbalanced,paper
34,0.3131666666666666,1.850251700115204,GN,feddyn iid balanced,paper
34,0.1114333333333333,2.5203571491559345,GN,feddyn noniid balanced,paper
34,0.1,2.6585760696729026,GN,feddyn noniid unbalanced,paper
35,0.694,1.016608974734942,BN,feddyn iid balanced,paper
35,0.0995333333333333,2.6961355423927307,BN,feddyn noniid balanced,paper
35,0.1,,BN,feddyn noniid unbalanced,paper
35,0.3159666666666667,1.842455965503057,GN,feddyn iid balanced,paper
35,0.1029333333333333,2.5105963572184247,GN,feddyn noniid balanced,paper
35,0.1001333333333333,2.6078635064760847,GN,feddyn noniid unbalanced,paper
36,0.6940666666666667,1.0444143001238506,BN,feddyn iid balanced,paper
36,0.1002333333333333,3.379416508674621,BN,feddyn noniid balanced,paper
36,0.1,,BN,feddyn noniid unbalanced,paper
36,0.3182666666666667,1.8397080808321635,GN,feddyn iid balanced,paper
36,0.1014333333333333,2.5147329984982814,GN,feddyn noniid balanced,paper
36,0.1,2.6604420256614687,GN,feddyn noniid unbalanced,paper
37,0.7033666666666667,1.0202063930034635,BN,feddyn iid balanced,paper
37,0.1,,BN,feddyn noniid balanced,paper
37,0.1,,BN,feddyn noniid unbalanced,paper
37,0.3212,1.8300941012382503,GN,feddyn iid balanced,paper
37,0.1006666666666666,2.49230966386795,GN,feddyn noniid balanced,paper
37,0.0990666666666666,2.5755226651827496,GN,feddyn noniid unbalanced,paper
38,0.7088333333333333,0.9974319265286128,BN,feddyn iid balanced,paper
38,0.1017,2.646406396627426,BN,feddyn noniid balanced,paper
38,0.0999666666666666,3.0703842306137084,BN,feddyn noniid unbalanced,paper
38,0.3269333333333333,1.822869926261902,GN,feddyn iid balanced,paper
38,0.1059666666666666,2.494742096169789,GN,feddyn noniid balanced,paper
38,0.1037,2.7886194435755414,GN,feddyn noniid unbalanced,paper
39,0.7146333333333333,0.9863084675868352,BN,feddyn iid balanced,paper
39,0.1004666666666666,2.438231539726257,BN,feddyn noniid balanced,paper
39,0.1,2.797525289058685,BN,feddyn noniid unbalanced,paper
39,0.3280666666666667,1.8107424513657888,GN,feddyn iid balanced,paper
39,0.1,2.4669737713495894,GN,feddyn noniid balanced,paper
39,0.1028,2.584565552075704,GN,feddyn noniid unbalanced,paper
40,0.7148666666666667,0.9818339614073436,BN,feddyn iid balanced,paper
40,0.1132,2.877530452013016,BN,feddyn noniid balanced,paper
40,0.1,3.4441151928901674,BN,feddyn noniid unbalanced,paper
40,0.3326666666666666,1.8077899655977887,GN,feddyn iid balanced,paper
40,0.1025333333333333,2.701985158507029,GN,feddyn noniid balanced,paper
40,0.1004999999999999,2.8490055123964946,GN,feddyn noniid unbalanced,paper
41,0.7169333333333334,0.9937835663557054,BN,feddyn iid balanced,paper
41,0.1055,3.0687472009658814,BN,feddyn noniid balanced,paper
41,0.1097666666666666,2.7259117221832274,BN,feddyn noniid unbalanced,paper
41,0.3369333333333333,1.7963960730075836,GN,feddyn iid balanced,paper
41,0.1241333333333333,2.632221731917064,GN,feddyn noniid balanced,paper
41,0.1025333333333333,2.6615317940711978,GN,feddyn noniid unbalanced,paper
42,0.7245666666666667,0.9800719632705052,BN,feddyn iid balanced,paper
42,0.1000333333333333,2.8875971615314486,BN,feddyn noniid balanced,paper
42,0.1,3.192611734867096,BN,feddyn noniid unbalanced,paper
42,0.3364,1.8060561304569245,GN,feddyn iid balanced,paper
42,0.1,2.5226863747278845,GN,feddyn noniid balanced,paper
42,0.1001,2.716668819586436,GN,feddyn noniid unbalanced,paper
43,0.7351333333333333,0.9478498490651448,BN,feddyn iid balanced,paper
43,0.1097333333333333,3.0177151107788087,BN,feddyn noniid balanced,paper
43,0.1154333333333333,2.461584403514862,BN,feddyn noniid unbalanced,paper
43,0.3345,1.8022472599983217,GN,feddyn iid balanced,paper
43,0.1193666666666666,2.7124655824343367,GN,feddyn noniid balanced,paper
43,0.1,2.55812784910202,GN,feddyn noniid unbalanced,paper
44,0.7366333333333333,0.9469186941782636,BN,feddyn iid balanced,paper
44,0.0992,3.0948185217380524,BN,feddyn noniid balanced,paper
44,0.0994,2.7247050583362578,BN,feddyn noniid unbalanced,paper
44,0.3446333333333333,1.7833578099250793,GN,feddyn iid balanced,paper
44,0.1065666666666666,2.5872006943384807,GN,feddyn noniid balanced,paper
44,0.1000666666666666,2.641699730555217,GN,feddyn noniid unbalanced,paper
45,0.7424333333333334,0.9433678819735846,BN,feddyn iid balanced,paper
45,0.1006333333333333,2.879693865776062,BN,feddyn noniid balanced,paper
45,0.1,2.650873291492462,BN,feddyn noniid unbalanced,paper
45,0.3427333333333333,1.7856135194301606,GN,feddyn iid balanced,paper
45,0.1227333333333333,2.6578964124679563,GN,feddyn noniid balanced,paper
45,0.1001666666666666,2.6529139264424644,GN,feddyn noniid unbalanced,paper
46,0.7423000000000001,0.9296965727210044,BN,feddyn iid balanced,paper
46,0.1042666666666666,2.608658207654953,BN,feddyn noniid balanced,paper
46,0.1,2.437637903690338,BN,feddyn noniid unbalanced,paper
46,0.345,1.7706690544287362,GN,feddyn iid balanced,paper
46,0.1185333333333333,2.5185407995224,GN,feddyn noniid balanced,paper
46,0.1000666666666666,2.5565728584925336,GN,feddyn noniid unbalanced,paper
47,0.7439,0.9400248988469442,BN,feddyn iid balanced,paper
47,0.1002333333333333,3.2036743275324504,BN,feddyn noniid balanced,paper
47,0.0998999999999999,2.507190854549408,BN,feddyn noniid unbalanced,paper
47,0.3509666666666666,1.7679253498713177,GN,feddyn iid balanced,paper
47,0.1237333333333333,2.478013087590535,GN,feddyn noniid balanced,paper
47,0.101,2.752601570288341,GN,feddyn noniid unbalanced,paper
48,0.7541000000000001,0.9062012522419294,BN,feddyn iid balanced,paper
48,0.1009,2.775870881080628,BN,feddyn noniid balanced,paper
48,0.1001,2.486764466762543,BN,feddyn noniid unbalanced,paper
48,0.3563333333333333,1.7482357241471609,GN,feddyn iid balanced,paper
48,0.1259666666666666,2.402386115455627,GN,feddyn noniid balanced,paper
48,0.1002,2.570307929515838,GN,feddyn noniid unbalanced,paper
49,0.7525333333333334,0.9172246924042704,BN,feddyn iid balanced,paper
49,0.0998999999999999,2.802846748828888,BN,feddyn noniid balanced,paper
49,0.0999666666666666,2.4387440347671507,BN,feddyn noniid unbalanced,paper
49,0.3556333333333333,1.7397390165011088,GN,feddyn iid balanced,paper
49,0.1003,2.636370257504781,GN,feddyn noniid balanced,paper
49,0.1007,2.6767462611198423,GN,feddyn noniid unbalanced,paper
50,0.7569333333333333,0.9006567764282226,BN,feddyn iid balanced,paper
50,0.1003333333333333,2.838535900115968,BN,feddyn noniid balanced,paper
50,0.1008,2.7683025097846983,BN,feddyn noniid unbalanced,paper
50,0.3588,1.736640887260437,GN,feddyn iid balanced,paper
50,0.1115666666666666,2.439055910650889,GN,feddyn noniid balanced,paper
50,0.1122666666666666,2.6553089253107705,GN,feddyn noniid unbalanced,paper
1,0.0984,2.4970648495356245,BN,feddyn iid balanced,cnn tuned
1,0.09926666666666667,2.427277958393097,BN,feddyn noniid balanced,cnn tuned
1,0.10003333333333335,2.530818904240926,BN,feddyn noniid unbalanced,cnn tuned
1,0.10089999999999999,2.4453623366355894,GN,feddyn iid balanced,cnn tuned
1,0.10606666666666668,3.074690616130829,GN,feddyn noniid balanced,cnn tuned
1,0.09916666666666667,6.043072770436605,GN,feddyn noniid unbalanced,cnn tuned
2,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
2,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
2,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
2,0.14986666666666668,2.2705172220865886,GN,feddyn iid balanced,cnn tuned
2,0.10049999999999999,3.4334131781260173,GN,feddyn noniid balanced,cnn tuned
2,0.10026666666666667,3.002738898595174,GN,feddyn noniid unbalanced,cnn tuned
3,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
3,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
3,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
3,0.1554,2.231607458591461,GN,feddyn iid balanced,cnn tuned
3,0.10046666666666666,3.1066186213493343,GN,feddyn noniid balanced,cnn tuned
3,0.10000000000000002,3.164546549320221,GN,feddyn noniid unbalanced,cnn tuned
4,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
4,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
4,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
4,0.17753333333333332,2.1886636869112657,GN,feddyn iid balanced,cnn tuned
4,0.10000000000000002,3.031303471724192,GN,feddyn noniid balanced,cnn tuned
4,0.10000000000000002,2.856139216423035,GN,feddyn noniid unbalanced,cnn tuned
5,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
5,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
5,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
5,0.19936666666666666,2.1332898708184564,GN,feddyn iid balanced,cnn tuned
5,0.10000000000000002,2.963048284848531,GN,feddyn noniid balanced,cnn tuned
5,0.10323333333333334,3.526241920789083,GN,feddyn noniid unbalanced,cnn tuned
6,0.10000000000000002,,BN,feddyn iid balanced,cnn tuned
6,0.10000000000000002,,BN,feddyn noniid balanced,cnn tuned
6,0.10000000000000002,,BN,feddyn noniid unbalanced,cnn tuned
